"","ws","datetime","date","Ca","Mg","K","Na","Al","NH4","pH","SO4","NO3","Cl","PO4","DIC","SiO2","ANC","sp.cond","temp","Q","hydro.limb","canonical","note"
"19259",8,2009-06-29 09:40:00,2009-06-29,0.62,0.24,0.17,0.56,NA,0.001,5.29,2.95,0.01,0.2,0.003,33,4.167,3.1,10.9,12.2,83.06,"R",TRUE,0
"19260",8,2009-07-06 09:35:00,2009-07-06,0.63,0.23,0.11,0.61,NA,0.005,5.6,3.16,0.01,0.19,0.003,40,4.915,3.2,10.5,11.2,14.13,"L",TRUE,0
"19261",8,2009-07-13 09:55:00,2009-07-13,0.63,0.23,0.1,0.62,NA,0.002,5.32,3.16,0.01,0.21,0.003,32,5.043,6.1,10.8,11.1,12.5,"L",TRUE,0
"19262",8,2009-07-20 08:55:00,2009-07-20,0.7,0.27,0.12,0.76,NA,0.001,5.78,3.46,0.01,0.24,0.003,42,6.026,11.6,11.4,11.6,5.04,"L",TRUE,0
"19263",8,2009-07-27 09:55:00,2009-07-27,0.64,0.24,0.11,0.65,NA,0.001,5.41,3.21,0.01,0.21,0.003,35,6.09,5.6,11.2,13.2,11.88,"L",TRUE,0
"19264",8,2009-08-03 09:25:00,2009-08-03,0.52,0.18,0.08,0.45,NA,0.005,4.84,2.9,0.01,0.14,0.002,26,4.039,-17.9,13.2,13.1,88.7,"F",TRUE,0
"19265",8,2009-08-10 10:00:00,2009-08-10,0.7,0.26,0.12,0.79,NA,0.003,5.77,3.25,0.01,0.23,0.004,47,6.261,11,11.8,14.1,5.04,"L",TRUE,0
"19266",8,2009-08-17 11:15:00,2009-08-17,0.74,0.28,0.13,0.96,NA,0.005,6.01,3.54,0.01,0.28,0.004,49,7.116,16.5,12.8,16,1.99,"L",TRUE,0
"19267",8,2009-08-21 15:30:00,2009-08-21,0.82,0.31,0.25,0.69,NA,0.003,5.54,3.05,0.38,0.25,0.002,NA,4.616,12.3,6.5,-3,81.62,"R",TRUE,0
"19268",8,2009-08-24 09:55:00,2009-08-24,0.67,0.25,0.12,0.69,NA,0.005,5.39,3.5,0.01,0.25,0.003,32,5.77,8.8,11.5,14.8,8.68,"L",TRUE,0
"19269",8,2009-08-31 10:25:00,2009-08-31,0.67,0.25,0.11,0.69,NA,0.001,5.44,3.45,0.01,0.23,0.003,26,5.962,5.4,10.7,11.9,7.7,"L",TRUE,0
"19270",8,2009-09-08 10:00:00,2009-09-08,0.71,0.3,0.14,1.03,NA,0.001,6.22,3.66,0.01,0.3,0.004,60,5.471,23,12.2,12.3,1.61,"L",TRUE,0
"19271",8,2009-09-14 08:55:00,2009-09-14,0.72,0.31,0.14,1.1,NA,0.003,6.24,3.75,0.01,0.33,0.004,59,7.736,28.3,13,10.7,1.2,"L",TRUE,0
"19272",8,2009-09-21 09:50:00,2009-09-21,0.82,0.34,0.16,1.2,NA,0.005,6.32,3.87,0.01,0.35,0.004,86,8.163,36.3,11.7,9.4,0.59,"L",TRUE,0
"19273",8,2009-09-28 09:50:00,2009-09-28,0.68,0.29,0.2,0.68,NA,0.001,5.41,3.28,0.01,0.4,0.003,30,6.09,5.6,11.6,10.9,16.06,"F",TRUE,0
"19274",8,2009-10-05 10:15:00,2009-10-05,0.6,0.25,0.14,0.64,NA,0.002,5.27,3.34,0.01,0.3,0.003,29,5.449,2.6,11.3,9.2,16.43,"F",TRUE,0
"19275",8,2009-10-13 07:30:00,2009-10-13,0.61,0.26,0.17,0.69,NA,0.015,5.52,3.44,0.01,0.29,0.003,39,5.706,10.2,10.7,5.4,8.62,"L",TRUE,0
"19276",8,2009-10-19 09:40:00,2009-10-19,0.64,0.28,0.17,0.78,NA,0.002,5.88,3.52,0.01,0.3,0.003,42,6.112,13.4,11,3.9,4.76,"L",TRUE,0
"19277",8,2009-10-26 09:25:00,2009-10-26,0.55,0.22,0.16,0.55,NA,NA,5.15,3.19,0.01,0.29,NA,31,4.744,2.3,10.6,5.1,27.74,"L",TRUE,0
"19278",8,2009-11-02 11:10:00,2009-11-02,0.6,0.25,0.16,0.63,NA,0.001,5.41,3.34,0.01,0.3,0.002,32,5.3,1.9,10.7,5,13.88,"L",TRUE,0
"19279",8,2009-11-09 09:15:00,2009-11-09,0.65,0.29,0.16,0.75,NA,0.001,5.86,3.37,0.01,0.29,0.003,44,6.048,13.3,11,4.1,4.99,"L",TRUE,0
"19280",8,2009-11-16 10:10:00,2009-11-16,0.57,0.23,0.14,0.57,NA,0.002,5.18,3.1,0.03,0.35,0.003,30,4.766,2.3,11.4,5.3,27.62,"F",TRUE,0
"19281",8,2009-11-26 11:30:00,2009-11-26,0.6,0.24,0.14,0.64,NA,0.002,5.36,3.28,0.01,0.35,0.003,35,5.107,1.7,11.7,4.4,13.8,"L",TRUE,0
"19282",8,2009-11-30 10:15:00,2009-11-30,0.6,0.254,0.14,0.62,NA,0.001,5.34,3.19,0.03,0.35,0.003,34,5.129,4.3,11.1,3.8,15.61,"R",TRUE,0
"19283",8,2009-12-07 10:10:00,2009-12-07,0.6,0.24,0.13,0.62,NA,0.003,5.41,3.22,0.07,0.33,0.003,34,5.001,2,11.2,1.7,12.35,"L",TRUE,0
"19284",8,2009-12-14 10:45:00,2009-12-14,0.64,0.27,0.15,0.7,NA,0.002,5.72,3.25,0.16,0.3,0.003,45,5.578,11.8,11.2,1,5.46,"L",TRUE,0
"19285",8,2009-12-21 10:40:00,2009-12-21,0.68,0.29,0.15,0.81,NA,0.002,5.85,3.39,0.23,0.32,0.003,63,6.411,14.5,12.1,0.1,3.32,"L",TRUE,0
"19286",8,2009-12-29 09:15:00,2009-12-29,0.59,0.25,0.13,0.59,NA,0.002,5.35,3.1,0.28,0.31,0.003,32,4.637,1.6,11.5,0.1,15.88,"L",TRUE,0
"19287",8,2010-01-04 11:30:00,2010-01-04,0.65,0.28,0.15,0.72,NA,0.009,5.71,3.32,0.21,0.32,0.002,44,5.62,9.7,11.2,0.7,6,"L",TRUE,0
"19288",8,2010-01-11 10:45:00,2010-01-11,0.66,0.29,0.15,0.8,NA,0.001,5.88,3.41,0.27,0.31,0.003,50,6.112,11,11.6,0.1,3.81,"L",TRUE,0
"19289",8,2010-01-19 12:20:00,2010-01-19,0.69,0.31,0.17,0.86,NA,0.001,6.04,3.48,0.17,0.31,0.004,61,6.454,20.6,11.8,0.7,3.08,"L",TRUE,0
"19290",8,2010-01-25 08:45:00,2010-01-25,0.73,0.33,0.21,0.89,NA,0.001,6,3.48,0.56,0.46,0.003,54,5.813,13.1,11.9,0.3,2.71,"R",TRUE,0
"19291",8,2010-02-01 09:55:00,2010-02-01,0.7,0.3,0.17,0.73,NA,0.001,5.72,3.37,0.35,0.33,0.003,65,6.005,8.6,11,0.1,7.01,"R",TRUE,0
"19292",8,2010-02-08 09:55:00,2010-02-08,0.76,0.34,0.18,0.87,NA,0.001,6.04,3.57,0.26,0.34,0.003,82,6.646,17.9,12.2,0.1,3.5,"L",TRUE,0
"19293",8,2010-02-15 09:30:00,2010-02-15,0.76,0.34,0.19,0.91,NA,0.001,6.09,3.58,0.23,0.33,0.004,101,6.71,22.5,12.7,0.1,2.15,"L",TRUE,0
"19294",8,2010-02-22 09:30:00,2010-02-22,0.73,0.33,0.18,0.92,NA,0.001,5.96,3.53,0.28,0.33,0.004,112,6.732,22,12.8,0.1,2.15,"L",TRUE,0
"19295",8,2010-03-01 10:40:00,2010-03-01,0.69,0.32,0.18,0.83,NA,0.001,5.94,3.46,0.24,0.35,0.003,77,6.155,15.6,12.4,0.3,3.32,"L",TRUE,0
"19296",8,2010-03-08 10:10:00,2010-03-08,0.7,0.33,0.18,0.88,NA,0.004,6.02,3.55,0.23,0.35,0.004,72,6.347,17,12.7,0.7,2.59,"L",TRUE,0
"19297",8,2010-03-15 09:10:00,2010-03-15,0.72,0.33,0.19,0.88,NA,0.001,5.97,3.27,0.18,0.44,0.004,57,5.919,13,12.1,0.7,6.58,"R",TRUE,0
"19298",8,2010-03-22 07:05:00,2010-03-22,0.68,0.27,0.15,0.58,NA,0.001,5.36,2.97,0.57,0.37,0.003,40,4.595,2.3,11.7,1.1,30.73,"L",TRUE,0
"19299",8,2010-03-29 09:15:00,2010-03-29,0.63,0.25,0.17,0.59,NA,0.005,5.4,2.9,0.28,0.44,0.003,36,4.167,2.4,11.2,0.3,32.63,"R",TRUE,0
"19300",8,2010-04-05 08:10:00,2010-04-05,0.52,0.19,0.13,0.46,NA,0.005,5.02,2.68,0.05,0.3,0.003,32,3.569,-15.4,11,3.2,33.05,"F",TRUE,0
"19301",8,2010-04-12 11:20:00,2010-04-12,0.58,0.22,0.14,0.56,NA,0.001,5.27,2.61,0.01,0.27,0.003,34,4.402,-11,11,4,13.55,"L",TRUE,0
"19302",8,2010-04-19 10:50:00,2010-04-19,0.62,0.25,0.14,0.64,NA,0.005,5.45,2.68,0.01,0.29,0.003,34,4.787,0.8,10.8,3.6,9.73,"L",TRUE,0
"19303",8,2010-04-26 10:35:00,2010-04-26,0.61,0.23,0.14,0.63,NA,0.003,5.5,2.93,0.01,0.27,0.003,33,4.872,7.2,10.5,6.3,9.66,"L",TRUE,0
"19304",8,2010-05-03 10:50:00,2010-05-03,0.63,0.24,0.16,0.65,NA,0.003,5.61,3.08,0.01,0.28,0.004,30,5.15,7.8,11.2,10.4,7.3,"L",TRUE,0
"19305",8,2010-05-10 09:45:00,2010-05-10,0.58,0.23,0.14,0.56,NA,0.002,5.31,2.92,0.03,0.25,0.003,33,4.424,2.4,10.6,4.4,20.68,"L",TRUE,0
"19306",8,2010-05-17 10:50:00,2010-05-17,0.65,0.26,0.16,0.71,NA,0.002,5.71,3.18,0.01,0.28,0.004,36,5.556,8.2,10.7,8.2,5.36,"L",TRUE,0
"19307",8,2010-05-24 08:50:00,2010-05-24,0.69,0.28,0.17,0.86,NA,0.001,5.92,3.35,0.01,0.28,0.005,50,6.539,14.9,11.9,10.5,2.71,"L",TRUE,0
"19308",8,2010-06-01 09:25:00,2010-06-01,0.77,0.32,0.19,1.06,NA,0.001,6.16,3.6,0.01,0.31,0.005,72,7.586,30,13.3,12.2,1.11,"L",TRUE,0
"19309",8,2010-06-07 10:40:00,2010-06-07,0.68,0.28,0.17,0.69,NA,0.005,5.58,2.98,0.01,0.24,0.005,35,5.364,5.5,10.6,10.5,10.7,"F",TRUE,0
"19310",8,2010-06-13 10:45:00,2010-06-13,0.68,0.28,0.14,0.72,NA,0.001,5.76,2.82,0.01,0.25,0.004,44,5.727,13.3,10.9,10.6,3.32,"L",TRUE,0
"19311",8,2010-06-21 11:15:00,2010-06-21,0.77,0.31,0.17,0.98,NA,0.005,6.14,3.35,0.01,0.28,0.005,56,7.309,27.4,12.7,14.5,1.33,"L",TRUE,0
"19312",8,2010-06-28 10:15:00,2010-06-28,0.54,0.19,0.12,0.43,NA,0.001,4.71,2.45,0.01,0.17,0.004,25,3.868,-28.9,14.7,13.2,230.08,"F",TRUE,0
"19313",8,2010-07-05 09:40:00,2010-07-05,0.72,0.28,0.14,0.85,NA,0.005,5.97,3.35,0.01,0.27,0.005,55,6.689,21.2,12.3,14.8,2.44,"L",TRUE,0
"19314",8,2010-07-12 12:30:00,2010-07-12,0.78,0.31,0.16,1.02,NA,0.005,6.05,3.39,0.01,0.29,0.005,46,7.608,25.5,13,17.5,1.52,"L",TRUE,0
"19315",8,2010-07-19 10:35:00,2010-07-19,0.77,0.31,0.14,0.9,NA,0.005,5.94,3.31,0.01,0.28,0.005,48,7.415,17.5,12.1,15.6,2.75,"L",TRUE,0
"19316",8,2010-07-26 09:50:00,2010-07-26,0.66,0.25,0.1,0.65,NA,0.005,5.39,3.1,0.01,0.22,0.004,24,5.791,4.7,11.4,14,12.5,"F",TRUE,0
"19317",8,2010-08-02 11:50:00,2010-08-02,0.71,0.29,0.12,0.86,NA,0.005,5.91,3.33,0.01,0.27,0.004,47,6.903,5,12.1,15.4,2.91,"L",TRUE,0
"19318",8,2010-08-08 10:55:00,2010-08-08,0.75,0.3,0.13,1.01,NA,0.005,6.16,3.5,0.01,0.29,0.005,57,7.65,27.8,13,14.4,1.2,"L",TRUE,0
"19319",8,2010-08-16 10:50:00,2010-08-16,0.71,0.3,0.14,1.02,NA,0.002,6.05,3.31,0.01,0.3,0.005,45,7.223,22.9,12.6,14.4,4.21,"F",TRUE,0
"19320",8,2010-08-23 10:10:00,2010-08-23,0.71,0.3,0.14,1,NA,0.005,6.08,3.35,0.01,0.31,0.005,42,7.138,23.9,12.6,12.7,3.39,"L",TRUE,0
"19321",8,2010-08-30 11:20:00,2010-08-30,0.81,0.34,0.14,1.08,NA,0.005,6.16,3.51,0.04,0.3,0.005,69,7.971,33.3,13.8,16.1,0.88,"L",TRUE,0
"19322",8,2010-09-07 10:00:00,2010-09-07,0.9,0.37,0.17,1.27,NA,0.005,6.33,3.73,0.06,0.33,0.005,80,8.676,42.3,14.7,13.1,0.45,"L",TRUE,0
"19323",8,2010-09-13 09:40:00,2010-09-13,0.83,0.36,0.17,1.26,NA,0.005,6.34,3.58,0.01,0.36,0.005,73,8.356,45.9,13.9,10.9,0.7,"L",TRUE,0
"19324",8,2010-09-20 10:10:00,2010-09-20,0.79,0.35,0.14,1.03,NA,0.005,6.21,3.45,0.01,0.32,0.005,55,7.608,28.8,12.3,10.6,1.48,"L",TRUE,0
"19325",8,2010-09-27 08:10:00,2010-09-27,0.89,0.38,0.17,1.24,NA,0.009,6.32,3.68,0.01,0.35,0.004,89,8.463,46.4,14.3,10.9,0.55,"L",TRUE,0
"19326",8,2010-10-04 08:50:00,2010-10-04,0.65,0.25,0.12,0.64,NA,0.005,5.29,2.83,0.01,0.34,0.003,25,5.684,3,11.2,9.4,13.3,"F",TRUE,0
"19327",8,2010-10-12 09:30:00,2010-10-12,0.68,0.29,0.15,0.78,NA,0.005,5.83,3.22,0.01,0.33,0.004,37,6.454,16.4,11.2,7.7,4.85,"L",TRUE,0
"19328",8,2010-10-18 11:20:00,2010-10-18,0.64,0.25,0.14,0.65,NA,0.005,5.39,3.02,0.01,0.36,0.003,30,5.513,6.4,11,16.1,0.88,"F",TRUE,0
"19329",8,2010-10-25 09:40:00,2010-10-25,0.67,0.29,0.16,0.72,NA,0.002,5.75,3.15,0.01,0.34,0.001,38,5.941,11.7,11.1,5.7,7.94,"L",TRUE,0
"19330",8,2010-11-01 09:50:00,2010-11-01,0.65,0.26,0.14,0.67,NA,0.001,5.56,3.04,0.02,0.34,0.002,28,5.684,8.8,11.1,3.9,9.59,"L",TRUE,0
"19331",8,2010-11-08 11:25:00,2010-11-08,0.62,0.24,0.13,0.64,NA,0.005,5.43,2.98,0.05,0.32,0.003,26,5.278,9.4,11.4,4.4,14.99,"L",TRUE,0
"19332",8,2010-11-15 10:45:00,2010-11-15,0.68,0.28,0.14,0.76,NA,0.001,5.83,3.16,0.05,0.33,0.004,42,6.09,12.5,11.8,4.9,5.13,"L",TRUE,0
"19333",8,2010-11-22 11:40:00,2010-11-22,0.67,0.27,0.13,0.7,NA,0.005,5.59,3.14,0.14,0.33,0.004,38,5.706,10.4,11.8,2,8,"L",TRUE,0
"19334",8,2010-11-29 11:35:00,2010-11-29,0.68,0.28,0.13,0.75,NA,0.002,5.65,3.22,0.15,0.32,0.002,40,6.026,11.4,12.6,0.4,6.47,"L",TRUE,0
"19335",8,2010-12-06 10:00:00,2010-12-06,0.66,0.27,0.14,0.67,NA,0.001,5.56,3.02,0.25,0.33,0.001,32,5.471,9.6,10.9,0.2,11.66,"L",TRUE,0
"19336",8,2010-12-13 08:35:00,2010-12-13,0.51,0.18,0.13,0.43,NA,0.001,4.8,2.31,0.5,0.29,0.002,28,3.334,-23.8,13.5,1.6,378.08,"F",TRUE,0
"19337",8,2010-12-20 11:35:00,2010-12-20,0.66,0.27,0.14,0.7,NA,0.004,5.69,3.11,0.3,0.32,5e-04,44,5.684,11.8,11.4,0.4,5.55,"L",TRUE,0
"19338",8,2010-12-26 11:40:00,2010-12-26,0.69,0.29,0.15,0.82,NA,0.005,5.89,3.2,0.32,0.3,5e-04,59,6.347,19,11.9,0.1,2.94,"L",TRUE,0
"19339",8,2011-01-03 09:15:00,2011-01-03,0.68,0.29,0.15,0.68,NA,0.001,5.7,3.01,0.37,0.3,0.002,44,5.321,12.2,11,0.2,7.64,"F",TRUE,0
"19340",8,2011-01-10 11:30:00,2011-01-10,0.72,0.32,0.18,0.86,NA,0.005,6.05,3.28,0.37,0.3,0.003,56,6.432,22.3,12.3,0.2,2.38,"L",TRUE,0
"19341",8,2011-01-18 08:50:00,2011-01-18,0.76,0.34,0.17,0.95,NA,0.002,6.08,3.39,0.4,0.31,0.002,71,7.095,25,12.8,0.3,1.66,"L",TRUE,0
"19342",8,2011-01-24 11:35:00,2011-01-24,0.77,0.34,0.17,0.98,NA,0.002,6.23,3.35,0.43,0.31,0.004,76,7.052,29,13.3,0.1,1.48,"L",TRUE,0
"19343",8,2011-01-31 10:40:00,2011-01-31,0.78,0.35,0.18,1.03,NA,0.005,6.21,3.42,0.43,0.31,0.004,68,7.287,29.4,13.7,0.2,1.5,"L",TRUE,0
"19344",8,2011-02-07 11:20:00,2011-02-07,0.82,0.37,0.19,1.08,NA,0.005,6.19,3.48,0.44,0.31,0.004,79,7.522,32.4,13.6,0.6,1.2,"L",TRUE,0
"19345",8,2011-02-14 11:35:00,2011-02-14,0.84,0.38,0.19,1.1,NA,0.005,6.19,3.41,0.46,0.31,0.004,85,7.715,33.6,13.3,0.2,1.11,"L",TRUE,0
"19346",8,2011-02-21 11:20:00,2011-02-21,0.78,0.36,0.19,1.01,NA,0.005,6.22,3.37,0.49,0.31,0.004,64,7.095,28.5,13.5,0.4,1.52,"L",TRUE,0
"19347",8,2011-02-28 12:20:00,2011-02-28,0.81,0.37,0.19,1.03,NA,0.005,6.17,3.47,0.47,0.32,0.004,79,7.223,33.8,14.3,0.2,1.33,"L",TRUE,0
"19348",8,2011-03-07 10:50:00,2011-03-07,0.55,0.2,0.19,0.4,NA,0.005,4.8,2.18,1.33,0.34,0.002,33,2.629,-25.1,14.3,0.2,388.19,"F",TRUE,0
"19349",8,2011-03-14 09:05:00,2011-03-14,0.66,0.28,0.16,0.61,NA,0.005,5.41,2.78,0.73,0.41,0.003,33,4.424,1.3,11.4,0.5,14.39,"L",TRUE,0
"19350",8,2011-03-21 07:20:00,2011-03-21,0.66,0.28,0.15,0.63,NA,0.002,5.47,2.86,0.54,0.39,0.003,35,4.723,8.7,11.3,0.5,13.71,"L",TRUE,0
"19351",8,2011-03-28 09:10:00,2011-03-28,0.71,0.31,0.16,0.73,NA,0.005,5.76,3.05,0.42,0.36,0.004,48,5.642,13.4,11.6,0.1,6.05,"L",TRUE,0
"19352",8,2011-04-04 07:35:00,2011-04-04,0.75,0.32,0.17,0.82,NA,0.005,5.87,3.13,0.36,0.35,0.003,56,6.026,19.1,11.7,0.7,4.63,"L",TRUE,0
"19353",8,2011-04-11 07:30:00,2011-04-11,0.58,0.24,0.12,0.51,NA,0.005,5.04,2.56,0.62,0.37,5e-04,38,3.782,-19.2,12.7,0.7,108.66,"R",TRUE,0
"19354",8,2011-04-18 08:35:00,2011-04-18,0.59,0.21,0.13,0.52,NA,0.005,5.08,2.62,0.43,0.32,0.002,37,3.547,-14.1,10.7,0.3,50.56,"F",TRUE,0
"19355",8,2011-04-25 09:00:00,2011-04-25,0.54,0.2,0.13,0.49,NA,0.005,5.01,2.55,0.36,0.3,0.002,36,3.441,-14.8,10.1,2,72.64,"F",TRUE,0
"19356",8,2011-04-29 11:50:00,2011-04-29,0.4,0.14,0.1,0.34,NA,0.005,4.85,2.1,0.33,0.21,0.004,35,2.265,-19.5,10.9,2.6,116.73,"L",TRUE,0
"19357",8,2011-05-02 09:25:00,2011-05-02,0.43,0.17,0.09,0.39,NA,0.005,4.98,2.19,0.23,0.22,0.006,33,2.799,-14.8,10.7,4.8,38.15,"F",TRUE,0
"19358",8,2011-05-09 07:50:00,2011-05-09,0.49,0.19,0.09,0.47,NA,0.003,5.17,2.22,0.14,0.24,0.006,32,3.355,3.9,10.1,4.1,16.99,"L",TRUE,0
"19359",8,2011-05-16 09:40:00,2011-05-16,0.46,0.17,0.11,0.47,NA,0.004,4.91,2.18,0.15,0.25,5e-04,30,3.184,-17.5,10.9,6,68.49,"F",TRUE,0
"19360",8,2011-05-23 09:00:00,2011-05-23,0.47,0.18,0.11,0.47,NA,0.009,4.99,2.3,0.06,0.25,0.006,31,3.419,-13.8,10.6,7.8,45.01,"L",TRUE,0
"19361",8,2011-05-31 08:05:00,2011-05-31,0.62,0.25,0.14,0.72,NA,0.005,5.61,2.85,0.08,0.29,0.007,42,5.214,9.9,10.9,12.5,4.9,"L",TRUE,0
"19362",8,2011-06-06 09:40:00,2011-06-06,0.67,0.28,0.15,0.91,NA,0.006,5.94,3.03,0.14,0.34,0.008,58,6.304,18.5,11.6,10.1,1.61,"L",TRUE,0
"19363",8,2011-06-13 09:00:00,2011-06-13,0.62,0.27,0.14,0.83,NA,0.009,5.8,2.88,0.1,0.33,0.007,46,5.727,12.7,10.8,9.4,4.21,"L",TRUE,0
"19364",8,2011-06-20 09:20:00,2011-06-20,0.71,0.3,0.13,0.99,NA,0.002,6.03,3.1,0.07,0.33,0.008,62,6.667,18.3,11.9,10.4,1.41,"L",FALSE,0
"19365",8,2011-06-27 11:45:00,2011-06-27,0.6,0.24,0.11,0.65,NA,0.004,5.3,2.56,0.04,0.26,0.006,35,4.851,3.6,10.6,11.4,13.06,"L",FALSE,0
"19366",8,2011-07-04 09:00:00,2011-07-04,0.67,0.28,0.14,0.97,NA,NA,5.93,3.1,0.08,0.32,0.009,57,7.414,18.6,11.8,12.9,1.99,"L",FALSE,0
"19367",8,2011-07-11 08:25:00,2011-07-11,0.71,0.3,0.15,1.07,NA,0.005,6.14,3.05,0.05,0.31,0.005,58,7.116,24.1,12.9,14,1.24,"L",TRUE,0
"19368",8,2011-07-18 08:50:00,2011-07-18,0.87,0.35,0.2,1.33,NA,0.005,6.24,3.35,0.17,0.35,0.005,74,8.42,38.5,14.3,15.9,0.45,"L",TRUE,0
"19369",8,2011-07-25 11:05:00,2011-07-25,0.93,0.37,0.21,1.45,NA,0.005,6.46,3.42,0.36,0.38,0.006,86,8.997,44.8,15.8,15.3,0.26,"L",TRUE,0
"19370",8,2011-08-01 09:25:00,2011-08-01,0.92,0.38,0.2,1.26,NA,0.002,6.44,3.34,0.13,0.39,0.005,97,8.74,47.7,15.8,15.1,0.34,"L",TRUE,0
"19371",8,2011-08-08 08:50:00,2011-08-08,0.85,0.36,0.2,1.29,NA,0.002,6.42,3.3,0.23,0.38,0.004,79,8.85,42.8,15,15.7,0.39,"L",TRUE,0
"19372",8,2011-08-15 09:45:00,2011-08-15,0.66,0.29,0.19,0.89,NA,0.003,6,2.7,0.09,0.31,0.004,52,6.37,23.3,11.8,14,6.58,"R",TRUE,0
"19373",8,2011-08-22 10:15:00,2011-08-22,0.57,0.22,0.1,0.49,NA,0.009,4.9,2.42,0.01,0.23,0.002,28,5.04,-19.7,12.4,13.2,62.02,"F",TRUE,0
"19374",8,2011-08-29 10:30:00,2011-08-29,0.46,0.16,0.09,0.38,NA,0.006,4.78,2.05,0.01,0.15,0.002,22,3.78,-23.3,12.4,13.2,99.58,"F",TRUE,0
"19375",8,2011-09-06 09:15:00,2011-09-06,0.51,0.19,0.09,0.45,NA,0.004,4.79,2.19,0.02,0.2,0.003,24,4.68,-21.9,13.3,13,98.25,"F",TRUE,0
"19376",8,2011-09-12 10:15:00,2011-09-12,0.61,0.23,0.1,0.61,NA,0.006,5.49,2.61,0.01,0.23,0.004,60,5.54,5.5,10.4,12.9,6.58,"L",TRUE,0
"19377",8,2011-09-19 09:45:00,2011-09-19,0.65,0.26,0.11,0.7,NA,0.006,5.87,2.89,0.01,0.27,0.003,55,6.03,16.9,10.5,9.4,3.43,"L",TRUE,0
"19378",8,2011-09-26 09:35:00,2011-09-26,0.63,0.23,0.11,0.57,NA,0.006,5.47,2.56,0.01,0.26,0.003,35,5.51,6.6,10.4,12.9,10.28,"L",TRUE,0
"19379",8,2011-10-03 10:45:00,2011-10-03,0.48,0.16,0.1,0.4,NA,0.008,4.83,2.14,0.01,0.24,0.002,25,3.98,-19.1,12.1,11.7,72.86,"F",TRUE,0
"19380",8,2011-10-10 09:55:00,2011-10-10,0.62,0.24,0.14,0.63,NA,0.006,5.64,2.8,0.01,0.28,0.004,35,5.66,8.1,10.3,11.6,5.13,"L",TRUE,0
"19381",8,2011-10-17 10:10:00,2011-10-17,0.55,0.21,0.1,0.57,NA,0.001,5.3,2.52,0.01,0.3,0.003,29,5.45,-10.1,10.3,8.6,19.75,"L",TRUE,0
"19382",8,2011-10-24 08:55:00,2011-10-24,0.62,0.23,0.04,0.58,NA,0.005,5.58,2.61,0.01,0.31,0.003,36,5.28,6.5,10.2,7,8.3,"L",TRUE,0
"19383",8,2011-10-31 07:35:00,2011-10-31,0.66,0.27,0.11,0.82,NA,0.002,5.95,2.77,0.07,0.31,0.003,44,6.75,13.4,10.6,3.3,4.85,"L",TRUE,0
"19384",8,2011-11-07 11:25:00,2011-11-07,0.64,0.27,0.09,0.76,NA,0.005,5.84,2.67,0.1,0.32,0.004,44,6.11,12.2,10.4,3.9,5.55,"L",TRUE,0
"19385",8,2011-11-14 09:55:00,2011-11-14,0.61,0.25,0.09,0.68,NA,0.003,5.69,2.8,0.1,0.32,0.004,42,5.79,10.7,10.6,5.6,6.85,"L",TRUE,0
"19386",8,2011-11-21 09:55:00,2011-11-21,0.63,0.27,0.08,0.75,NA,0.001,5.83,2.69,0.15,0.33,0.004,39,6.22,11.8,10.7,3,6.31,"L",TRUE,0
"19387",8,2011-11-28 10:10:00,2011-11-28,0.59,0.24,0.07,0.59,NA,0.005,5.14,2.29,0.27,0.34,0.004,32,5.54,-15.1,11.3,4.6,45.52,"R",TRUE,0
"19388",8,2011-12-05 10:00:00,2011-12-05,0.63,0.26,0.08,0.71,NA,0.007,5.54,2.55,0.34,0.33,0.003,39,5.86,4.4,10.7,3.4,9.26,"L",TRUE,0
"19389",8,2011-12-12 11:35:00,2011-12-12,0.73,0.25,0.06,0.65,NA,0.005,5.61,2.57,0.31,0.29,0.003,38,5.11,7.9,10.6,1.4,10.63,"L",TRUE,0
"19390",8,2011-12-19 09:15:00,2011-12-19,0.63,0.26,0.1,0.7,NA,0.005,5.7,2.67,0.37,0.32,0.003,49,5.84,12,10.9,0.2,5.55,"L",TRUE,0
"19391",8,2011-12-26 11:25:00,2011-12-26,0.65,0.27,0.1,0.72,NA,0.006,5.7,2.66,0.36,0.32,0.003,52,5.97,7.4,11.2,0.4,5.08,"L",TRUE,0
"19392",8,2012-01-02 12:10:00,2012-01-02,0.59,0.24,0.09,0.59,NA,0.001,5.48,2.39,0.59,0.29,0.002,35,4.77,1.8,11.1,0.9,20.79,"F",TRUE,0
"19393",8,2012-01-10 10:50:00,2012-01-10,0.65,0.27,0.1,0.76,NA,0.001,5.84,2.72,0.5,0.31,0.003,49,6.09,12.9,11.5,0.1,3.43,"L",TRUE,0
"19394",8,2012-01-16 11:35:00,2012-01-16,0.69,0.29,0.07,0.86,NA,0.005,5.98,2.91,0.52,0.32,0.003,68,6.41,17.6,12.4,0.1,1.88,"L",TRUE,0
"19395",8,2012-01-23 11:35:00,2012-01-23,0.72,0.31,0.12,0.93,NA,0.005,6.05,2.9,0.53,0.31,0.003,77,7.01,22.4,13.1,0.3,1.41,"L",TRUE,0
"19396",8,2012-01-30 10:00:00,2012-01-30,0.65,0.28,0.1,0.7,NA,0.002,5.69,2.53,0.65,0.32,0.002,43,5.45,8.7,11.2,0.4,4.54,"N",TRUE,0
