"","ws","datetime","date","Ca","Mg","K","Na","Al","NH4","pH","SO4","NO3","Cl","PO4","DIC","SiO2","ANC","sp.cond","temp","Q","hydro.limb","canonical","note"
"1",1,1963-06-01 12:00:00,1963-06-01,2.192,0.35,0.05,0.92,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,"L",TRUE,0
"2",1,1963-06-25 12:00:00,1963-06-25,2.192,0.35,0.05,0.92,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,"L",TRUE,0
"3",1,1963-07-10 12:00:00,1963-07-10,2.032,0.35,0.05,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,"L",TRUE,0
"4",1,1963-07-15 12:00:00,1963-07-15,2.352,0.41,0.09,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,"L",TRUE,0
"5",1,1963-08-14 14:30:00,1963-08-14,2.064,0.38,0.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,"L",TRUE,0
"6",1,1963-08-26 12:00:00,1963-08-26,1.904,0.41,0.04,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,"L",TRUE,0
"7",1,NA,1963-11-01,2,0.54,2.6,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",TRUE,0
"8",1,1963-11-04 10:00:00,1963-11-04,1.408,0.54,0.77,1.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,"L",TRUE,0
"9",1,1963-11-06 08:10:00,1963-11-06,1.744,0.57,0.8,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,"L",TRUE,0
"10",1,NA,1963-11-09,2.672,0.5,1,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",TRUE,0
"11",1,1963-11-11 09:25:00,1963-11-11,2.48,0.48,0.58,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.73,"L",TRUE,0
"12",1,1963-11-18 09:15:00,1963-11-18,2.512,0.44,0.34,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03,"L",TRUE,0
"13",1,1963-11-25 09:25:00,1963-11-25,2.192,0.41,0.25,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.99,"L",TRUE,0
"14",1,1963-12-02 09:35:00,1963-12-02,1.632,0.4,0.3,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25,"L",TRUE,0
"15",1,1963-12-09 09:45:00,1963-12-09,1.6,0.4,0.32,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.11,"R",TRUE,0
"16",1,1963-12-16 10:00:00,1963-12-16,1.568,0.4,0.24,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81,"L",TRUE,0
"17",1,1963-12-23 11:45:00,1963-12-23,1.68,0.4,0.19,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82,"L",TRUE,0
"18",1,1963-12-30 12:30:00,1963-12-30,1.632,0.43,0.23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,"L",TRUE,0
"19",1,1964-01-13 13:35:00,1964-01-13,1.584,0.41,0.2,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,"L",TRUE,0
"20",1,1964-01-20 12:05:00,1964-01-20,1.712,0.38,0.17,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,"L",TRUE,0
"21",1,1964-01-27 12:00:00,1964-01-27,1.776,0.38,0.25,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.34,"R",TRUE,0
"22",1,1964-02-03 16:25:00,1964-02-03,1.696,0.4,0.24,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.56,"L",TRUE,0
"23",1,1964-02-10 15:10:00,1964-02-10,1.776,0.38,0.24,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91,"L",TRUE,0
"24",1,1964-02-17 12:15:00,1964-02-17,1.808,0.38,0.21,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,"L",TRUE,0
"25",1,1964-02-24 12:50:00,1964-02-24,1.76,0.4,0.22,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,"L",TRUE,0
"26",1,1964-03-02 14:00:00,1964-03-02,1.824,0.43,0.21,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,"L",TRUE,0
"27",1,1964-03-05 10:00:00,1964-03-05,2,0.43,0.36,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.45,"F",TRUE,0
"28",1,1964-03-09 12:30:00,1964-03-09,1.376,0.41,0.28,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.97,"L",TRUE,0
"29",1,1964-03-16 12:50:00,1964-03-16,1.968,0.41,0.28,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.12,"L",TRUE,0
"30",1,1964-03-23 13:00:00,1964-03-23,1.648,0.41,0.27,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36,"L",TRUE,0
"31",1,1964-03-30 12:05:00,1964-03-30,1.568,0.42,0.28,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.17,"L",TRUE,0
"32",1,1964-04-06 13:00:00,1964-04-06,1.584,0.43,0.25,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.51,"L",TRUE,0
"33",1,1964-04-13 12:25:00,1964-04-13,1.856,0.38,0.3,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.81,"R",TRUE,0
"34",1,1964-04-27 08:30:00,1964-04-27,1.664,0.37,0.33,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.62,"L",TRUE,0
"35",1,1964-05-04 09:45:00,1964-05-04,1.696,0.38,0.3,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73,"L",TRUE,0
"36",1,1964-05-11 08:50:00,1964-05-11,1.536,0.37,0.29,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.79,"L",TRUE,0
"37",1,1964-05-18 08:35:00,1964-05-18,1.968,0.38,0.22,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.08,"L",TRUE,0
"38",1,1964-05-25 08:50:00,1964-05-25,2.128,0.38,0.2,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,"L",TRUE,0
"39",1,1964-06-01 08:35:00,1964-06-01,1.552,0.37,0.08,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,"L",TRUE,0
"40",1,1965-05-03 08:45:00,1965-05-03,1.408,0.36,0.27,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.08,"L",TRUE,0
"41",1,1965-05-10 09:55:00,1965-05-10,1.392,0.36,0.23,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53,"L",TRUE,0
"42",1,1965-05-17 08:50:00,1965-05-17,1.408,0.37,0.23,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32,"L",TRUE,0
"43",1,1965-05-24 09:30:00,1965-05-24,1.44,0.39,0.16,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,"L",TRUE,0
"44",1,1965-06-01 08:50:00,1965-06-01,1.44,0.39,0.06,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,"L",TRUE,0
"45",1,1965-06-07 10:35:00,1965-06-07,1.216,0.37,0.04,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,"L",TRUE,0
"46",1,1965-06-14 10:25:00,1965-06-14,1.184,0.39,0.09,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42,"R",TRUE,0
"47",1,1965-06-21 16:00:00,1965-06-21,1.504,0.38,0.05,0.96,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,31,12.1,0.09,"L",TRUE,2
"48",1,1965-06-28 13:45:00,1965-06-28,1.536,0.38,0.03,1,NA,NA,5.3,NA,NA,NA,NA,NA,NA,NA,30.1,12.9,0.05,"L",TRUE,0
"49",1,1965-07-06 15:00:00,1965-07-06,1.52,0.38,0.06,0.97,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,26.1,12.2,0.31,"L",TRUE,0
"50",1,1965-07-12 11:30:00,1965-07-12,1.552,0.39,0.08,1.04,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,NA,12.5,0.03,"L",TRUE,0
"51",1,1965-07-19 13:15:00,1965-07-19,1.392,0.37,0.05,0.92,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,26.8,13.6,0.24,"L",TRUE,0
"52",1,1965-07-26 13:00:00,1965-07-26,1.6,0.43,0.12,1.16,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,28.4,17.2,0.01,"L",TRUE,0
"53",1,1965-08-09 12:40:00,1965-08-09,1.296,0.37,0.04,0.9,NA,NA,4.8,NA,NA,NA,NA,NA,NA,NA,31.1,15.2,0.11,"L",TRUE,0
"54",1,1965-08-23 13:30:00,1965-08-23,1.28,0.47,0.02,1.63,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,28.2,13.7,0.01,"L",TRUE,0
"55",1,1965-09-07 12:30:00,1965-09-07,1.664,0.45,0.05,1.16,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,30.3,12.5,0.04,"L",TRUE,0
"56",1,1965-09-13 13:40:00,1965-09-13,1.632,0.51,0.11,1.44,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,32.1,10.5,0.04,"L",TRUE,0
"57",1,1965-09-20 12:20:00,1965-09-20,1.504,0.41,0.04,1.18,NA,NA,5.7,NA,NA,NA,NA,NA,NA,NA,29.2,11.5,0.19,"L",TRUE,0
"58",1,1965-09-27 12:30:00,1965-09-27,1.856,0.38,0.05,0.76,NA,NA,5.8,NA,NA,NA,NA,NA,NA,NA,35.5,9.4,1.77,"L",TRUE,0
"59",1,1965-10-04 14:45:00,1965-10-04,1.696,0.35,0.11,0.75,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,25.2,6.4,2.86,"L",TRUE,0
"60",1,1965-10-11 12:45:00,1965-10-11,1.68,0.37,0.19,0.8,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,33.1,8.7,2.26,"L",TRUE,0
"61",1,1965-10-18 11:15:00,1965-10-18,1.664,0.42,0.26,0.85,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,33.6,7.7,2.86,"L",TRUE,0
"62",1,1965-10-25 12:15:00,1965-10-25,1.648,0.42,0.24,0.9,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,34.3,7.8,2.86,"L",TRUE,0
"63",1,1965-11-01 09:30:00,1965-11-01,1.248,0.4,0.24,0.91,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,30,4.7,1.75,"L",TRUE,0
"64",1,1965-11-08 13:30:00,1965-11-08,1.36,0.41,0.2,0.9,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,23.6,4.2,1.06,"L",TRUE,0
"65",1,1965-11-15 14:30:00,1965-11-15,1.632,0.42,0.2,0.89,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,31.9,3.2,3.3,"L",TRUE,0
"66",1,1965-11-22 10:15:00,1965-11-22,1.504,0.4,0.18,0.85,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,28.7,3.2,3.16,"L",TRUE,0
"67",1,1965-11-29 13:15:00,1965-11-29,1.712,0.41,0.2,0.87,NA,NA,4.9,NA,NA,NA,NA,NA,NA,NA,NA,2,2.06,"L",TRUE,0
"68",1,1965-12-07 13:50:00,1965-12-07,1.6,0.41,0.17,0.96,NA,NA,4.9,NA,NA,NA,NA,NA,NA,NA,NA,1,1.44,"L",TRUE,0
"69",1,1965-12-14 13:15:00,1965-12-14,1.504,0.41,0.16,0.97,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,24.3,1.5,1.06,"L",TRUE,0
"70",1,1965-12-21 13:00:00,1965-12-21,1.664,0.42,0.16,1.03,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,26.1,1,0.75,"L",TRUE,0
"71",1,1965-12-28 12:00:00,1965-12-28,1.744,0.42,0.19,0.98,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,25.1,0.5,1.18,"L",TRUE,0
"72",1,1966-01-04 13:10:00,1966-01-04,1.71,0.45,0.19,0.86,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,27.6,1,2.68,"L",TRUE,0
"73",1,1966-01-11 14:20:00,1966-01-11,1.68,0.43,0.19,0.75,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,26.2,1,1.75,"L",TRUE,0
"74",1,1966-01-18 13:40:00,1966-01-18,1.72,0.44,0.18,0.94,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,26.6,0.5,0.87,"L",TRUE,0
"75",1,1966-01-25 13:30:00,1966-01-25,1.73,0.46,0.17,0.98,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,26.4,1,0.67,"L",TRUE,0
"76",1,1966-02-01 11:30:00,1966-02-01,1.8,0.44,0.17,1,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,25.1,1,0.56,"L",TRUE,0
"77",1,1966-02-08 11:25:00,1966-02-08,1.62,0.44,0.2,1.04,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,25.3,1,0.46,"L",TRUE,0
"78",1,1966-02-15 10:40:00,1966-02-15,1.84,0.44,0.2,0.96,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,25.7,1,1.32,"L",TRUE,0
"79",1,1966-02-22 10:15:00,1966-02-22,1.74,0.43,0.18,1.1,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,25.9,0.5,0.77,"L",TRUE,0
"80",1,1966-03-01 13:30:00,1966-03-01,1.73,0.43,0.23,0.88,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,24.9,0.5,6.71,"L",TRUE,0
"81",1,1966-03-08 11:15:00,1966-03-08,1.8,0.44,0.24,0.87,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,26.7,1.5,3.62,"L",TRUE,0
"82",1,1966-03-15 12:35:00,1966-03-15,1.72,0.44,0.23,0.97,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,26.3,1.5,2.1,"L",TRUE,0
"83",1,1966-03-22 10:25:00,1966-03-22,1.61,0.44,0.23,0.85,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,25.9,2.5,6.62,"L",TRUE,0
"84",1,1966-03-29 13:05:00,1966-03-29,1.66,0.45,0.27,0.83,NA,NA,4.9,NA,NA,NA,NA,NA,NA,NA,26.9,0.5,4.28,"L",TRUE,0
"85",1,1966-04-05 10:45:00,1966-04-05,1.7,0.44,0.25,0.86,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,26.2,2,3.05,"L",TRUE,0
"86",1,1966-04-12 14:10:00,1966-04-12,1.68,0.43,0.26,0.86,NA,NA,4.9,NA,NA,NA,NA,NA,NA,NA,25.3,4,5.41,"L",TRUE,0
"87",1,1966-04-19 12:25:00,1966-04-19,1.6,0.4,0.28,0.69,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,26.2,6.5,12.32,"L",TRUE,0
"88",1,1966-04-26 13:15:00,1966-04-26,1.64,0.4,0.27,0.73,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,27.3,6.5,6.93,"L",TRUE,0
"89",1,1966-05-03 13:25:00,1966-05-03,1.58,0.38,0.23,0.75,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,25.8,7,4.08,"L",TRUE,0
"90",1,1966-05-10 13:30:00,1966-05-10,1.34,0.39,0.24,0.78,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,25.7,4.5,2.81,"L",TRUE,0
"91",1,1966-05-17 12:20:00,1966-05-17,1.5,0.39,0.3,0.76,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,24.3,8.5,4.51,"L",TRUE,0
"92",1,1966-05-24 11:00:00,1966-05-24,1.45,0.4,0.32,0.85,NA,NA,4.9,NA,NA,NA,NA,NA,NA,NA,25.5,11.5,2.81,"L",TRUE,0
"93",1,1966-05-31 13:40:00,1966-05-31,1.58,0.38,0.17,0.92,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,24.9,10.5,1.03,"L",TRUE,0
"94",1,1966-06-07 12:00:00,1966-06-07,1.4,0.4,0.14,0.91,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,24.9,13.5,0.91,"L",TRUE,0
"95",1,1966-06-13 15:00:00,1966-06-13,1.54,0.4,0.09,0.86,NA,NA,4.8,NA,NA,NA,NA,NA,NA,NA,24.2,11,1.83,"L",TRUE,0
"96",1,1966-06-21 15:00:00,1966-06-21,1.64,0.38,0.07,0.88,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,24.9,14,0.5,"L",TRUE,0
"97",1,1966-06-28 12:25:00,1966-06-28,1.68,0.39,0.05,0.88,NA,NA,4.9,NA,NA,NA,NA,NA,NA,NA,24.8,16,0.19,"L",TRUE,0
"98",1,1966-07-05 14:00:00,1966-07-05,1.68,0.46,0.08,1.07,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,25,16,0.02,"L",TRUE,0
"99",1,1966-07-12 12:30:00,1966-07-12,1.49,0.4,0.03,0.88,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,24.6,15.5,0.19,"L",TRUE,0
"100",1,1966-07-19 10:55:00,1966-07-19,1.57,0.46,0.03,1.1,NA,NA,4.9,NA,NA,NA,NA,NA,NA,NA,24.9,15,0.02,"L",TRUE,0
"101",1,1966-08-16 12:55:00,1966-08-16,1.66,0.42,0.09,0.93,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,23.6,15,0.12,"L",TRUE,0
"102",1,1966-08-23 13:00:00,1966-08-23,1.74,0.39,0.38,0.63,NA,NA,4.8,NA,NA,NA,NA,NA,NA,NA,26.9,14.5,12.69,"F",TRUE,0
"103",1,1966-08-29 13:45:00,1966-08-29,1.49,0.39,0.02,0.83,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,25.6,14.5,0.18,"L",TRUE,0
"104",1,1966-09-07 11:15:00,1966-09-07,1.53,0.39,0.02,0.69,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,25,13.5,0.92,"L",TRUE,0
"105",1,1966-09-13 11:50:00,1966-09-13,1.57,0.43,0.02,0.89,NA,NA,4.8,NA,NA,NA,NA,NA,NA,NA,24.9,13,0.08,"L",TRUE,0
"106",1,1966-09-20 10:50:00,1966-09-20,1.42,0.4,0.01,0.89,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,25.3,12,0.06,"L",TRUE,0
"107",1,1966-09-28 11:05:00,1966-09-28,1.4,0.38,0.02,0.82,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,24.3,10,0.43,"L",TRUE,0
"108",1,1966-10-03 13:40:00,1966-10-03,1.47,0.37,0.04,0.8,NA,NA,4.9,NA,NA,NA,NA,NA,NA,NA,24.5,9.5,0.77,"L",TRUE,0
"109",1,1966-10-10 11:45:00,1966-10-10,1.05,0.4,0.18,0.87,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,25.4,11.5,0.64,"L",TRUE,0
"110",1,1966-10-17 11:05:00,1966-10-17,1.38,0.46,0.23,0.97,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,25.9,10,0.63,"L",TRUE,0
"111",1,1966-10-24 12:40:00,1966-10-24,1.48,0.39,0.2,0.87,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,26.2,10.5,2.28,"L",TRUE,0
"112",1,1966-10-31 11:30:00,1966-10-31,1.42,0.39,0.16,0.84,NA,NA,4.9,NA,NA,NA,NA,NA,NA,NA,26.4,6,1.1,"L",TRUE,0
"113",1,1966-11-09 11:40:00,1966-11-09,1.6,0.37,0.17,0.79,NA,NA,4.9,NA,NA,NA,NA,NA,NA,NA,25.9,6,3.38,"L",TRUE,0
"114",1,1966-11-14 11:20:00,1966-11-14,1.62,0.39,0.16,0.78,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,27.9,6,3.47,"L",TRUE,0
"115",1,1966-11-21 11:30:00,1966-11-21,1.6,0.4,0.14,0.85,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,27,4,1.6,"L",TRUE,0
"116",1,1966-11-28 11:30:00,1966-11-28,1.46,0.41,0.12,0.92,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,25.6,7.5,1.18,"L",TRUE,0
"117",1,1966-12-12 12:00:00,1966-12-12,1.58,0.4,0.16,0.81,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,24.5,3.5,3.35,"L",TRUE,0
"118",1,1966-12-20 12:45:00,1966-12-20,1.65,0.44,0.13,0.92,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,25.3,2,1.34,"L",TRUE,0
"119",1,1966-12-27 12:55:00,1966-12-27,1.51,0.41,0.13,0.95,NA,NA,4.8,NA,NA,NA,NA,NA,NA,NA,26.8,2,0.87,"L",TRUE,0
"120",1,1967-01-03 13:10:00,1967-01-03,1.72,0.43,0.14,0.96,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,26.4,2,0.67,"L",TRUE,0
"121",1,1967-01-09 13:45:00,1967-01-09,1.7,0.4,0.13,0.93,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,26.4,2.5,0.64,"L",TRUE,0
"122",1,1967-01-16 12:00:00,1967-01-16,1.67,0.4,0.16,0.98,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,27,2.5,0.56,"L",TRUE,0
"123",1,1967-01-25 10:05:00,1967-01-25,1.76,0.42,0.16,0.92,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,27.9,2.5,2.81,"L",TRUE,0
"124",1,1967-01-30 11:50:00,1967-01-30,1.67,0.44,0.14,0.95,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,27.6,2,1.39,"L",TRUE,0
"125",1,1967-02-06 12:15:00,1967-02-06,1.78,0.43,0.16,0.98,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,27.3,2.5,0.9,"L",TRUE,0
"126",1,1967-02-20 12:45:00,1967-02-20,1.66,0.44,0.13,1.02,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,27.1,2,0.68,"L",TRUE,0
"127",1,1967-03-08 13:05:00,1967-03-08,1.65,0.42,0.18,1.06,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,26.8,2.5,0.54,"L",TRUE,0
"128",1,1967-03-13 12:10:00,1967-03-13,1.7,0.43,0.19,0.94,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,27.5,2,1.81,"L",TRUE,0
"129",1,1967-03-20 11:35:00,1967-03-20,1.7,0.44,0.2,0.95,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,26.3,1.5,1.26,"L",TRUE,0
"130",1,1967-03-27 12:20:00,1967-03-27,1.61,0.39,0.21,0.9,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,27.8,2.5,2.66,"L",TRUE,0
"131",1,1967-04-03 12:20:00,1967-04-03,1.8,0.4,0.4,0.63,NA,NA,4.9,NA,NA,NA,NA,NA,NA,NA,30.1,5,72.96,"L",TRUE,0
"132",1,1967-04-10 12:30:00,1967-04-10,1.72,0.41,0.33,0.63,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,28.8,3,39.37,"L",TRUE,0
"133",1,1967-04-17 12:15:00,1967-04-17,1.66,0.38,0.25,0.69,NA,NA,4.8,NA,NA,NA,NA,NA,NA,NA,28.9,1.5,3.56,"L",TRUE,0
"134",1,1967-04-25 11:45:00,1967-04-25,1.64,0.38,0.23,0.74,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,27.2,6,6.88,"L",TRUE,0
"135",1,1967-05-01 11:45:00,1967-05-01,1.7,0.41,0.28,0.75,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA,25.9,9,4.38,"L",TRUE,0
"136",1,1967-05-09 11:30:00,1967-05-09,1.59,0.38,0.29,0.77,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,27.6,6,3.83,"L",TRUE,0
"137",1,1967-05-15 12:15:00,1967-05-15,1.64,0.39,0.3,0.77,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,25,6.5,6.12,"L",TRUE,0
"138",1,1967-05-22 11:15:00,1967-05-22,1.61,0.38,0.29,0.77,NA,NA,4.8,NA,NA,NA,NA,NA,NA,NA,26.9,8.5,3.74,"L",TRUE,0
"139",1,1967-05-29 11:45:00,1967-05-29,1.61,0.37,0.29,0.83,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,25.5,11,2.56,"L",TRUE,0
"140",1,1967-06-06 11:25:00,1967-06-06,1.6,0.4,0.17,0.91,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,26.6,NA,0.8,"L",TRUE,0
"141",1,1967-06-13 13:20:00,1967-06-13,1.66,0.39,0.11,0.94,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,23.8,NA,0.58,"L",TRUE,0
"142",1,1967-06-19 14:15:00,1967-06-19,1.51,0.38,0.12,0.91,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,24.6,13,0.46,"L",TRUE,0
"143",1,1967-06-26 09:30:00,1967-06-26,1.57,0.34,0.08,0.93,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,25.5,12,0.7,"L",TRUE,0
"144",1,1967-07-03 10:00:00,1967-07-03,1.72,0.39,0.16,1.03,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,23,13.5,0.21,"L",TRUE,0
"145",1,1967-07-10 09:50:00,1967-07-10,1.58,0.39,0.1,1.02,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,23.9,14,0.14,"L",TRUE,0
"146",1,1967-07-17 09:45:00,1967-07-17,1.54,0.36,0.07,0.87,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,24.6,13.5,1.1,"L",TRUE,0
"147",1,1967-07-24 09:40:00,1967-07-24,1.58,0.41,0.06,1.09,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,22.9,14.5,0.15,"L",TRUE,0
"148",1,1967-07-31 09:35:00,1967-07-31,1.67,0.42,0.09,1.17,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,24.8,14.5,0.1,"L",TRUE,0
"149",1,1967-08-07 08:50:00,1967-08-07,1.67,0.47,0.08,1.37,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,26.2,13,0.04,"L",TRUE,0
"150",1,1967-08-14 07:50:00,1967-08-14,1.56,0.44,0.1,1.43,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,25.9,13,0.02,"L",TRUE,0
"151",1,1967-08-21 12:55:00,1967-08-21,1.72,0.37,0.07,0.94,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,26.2,14.5,0.32,"L",TRUE,0
