"","date","datetime","site","precip","Ca","Mg","K","Na","Al","NH4","pH","SO4","NO3","Cl","PO4","SiO2","sp.cond","note","canonical"
"689",1979-03-19,NA,"S",NA,0.14,0.06,0.03,0.17,0.04,0.005,3.9,4.2,2.57,1.02,0.048,0.2,NA,0,TRUE
"690",1979-03-27,NA,"S",NA,0.12,0.18,0.06,1.47,0.03,0.1,4.47,2,0.73,2.5,0.014,0.05,NA,0,TRUE
"691",1979-04-02,NA,"S",NA,0.19,0.02,0.03,0.08,0.06,0.59,3.86,5.1,4.6,0.28,0.06,0.1,NA,0,TRUE
"692",1979-04-09,NA,"S",NA,0.08,0.02,0.03,0.07,0.04,0.15,4.35,1.7,1.12,0.65,0.011,0.05,NA,0,TRUE
"693",1979-04-16,NA,"S",NA,0.06,0.02,0.02,0.08,0.02,0.07,4.33,1.2,0.8,0.53,0.01,0.05,NA,0,TRUE
"694",1979-04-30,NA,"S",NA,0.08,0.03,0.01,0.13,0.03,0.16,4.2,2.9,1.29,0.24,0.034,0.05,NA,0,TRUE
"695",1979-05-07,NA,"S",NA,0.13,0.01,0.01,0.01,0.02,0.41,4.01,3.4,2.78,0.08,0.033,0.05,NA,7,TRUE
"696",1979-05-14,NA,"S",NA,0.41,0.14,0.83,0.17,NA,1,3.87,5.05,2.91,0.6,NA,0.05,NA,1,FALSE
"697",1979-05-21,NA,"S",NA,0.4,0.35,2.63,0.53,NA,1,4,2.3,0.72,1.59,NA,0.3,NA,1,FALSE
"698",1979-05-29,NA,"S",NA,0.02,0.01,0.04,0.09,0.005,0.18,4.26,2.4,1.67,0.16,0.007,0.05,NA,7,TRUE
"699",1979-06-03,NA,"S",NA,0.06,0.02,0.01,0.03,0.005,0.48,3.75,5.65,4.58,0.26,NA,0.05,NA,7,TRUE
"700",1979-06-12,NA,"S",NA,0.19,0.08,0.18,0.09,0.04,0.1,4.18,3.25,2.14,0.21,0.043,0.05,NA,7,TRUE
"701",1979-06-18,NA,"S",NA,NA,NA,NA,NA,0.16,NA,3.64,NA,NA,NA,NA,NA,NA,6,TRUE
"702",1979-07-02,NA,"S",NA,0.04,0.01,0.03,0.06,0.02,0.1,4.1,3,1.54,0.14,0.019,0.05,NA,7,TRUE
"703",1979-07-09,NA,"S",NA,0.02,0.01,0.03,0.02,0.07,0.18,3.94,2.95,1.08,0.41,0.011,0.2,NA,7,TRUE
"704",1979-07-16,NA,"S",NA,0.05,0.03,0.08,0.13,0.04,0.25,3.71,4.6,2.06,0.47,5e-04,0.1,NA,0,TRUE
"705",1979-07-23,NA,"S",NA,0.01,0.005,0.01,0.005,0.01,0.13,4.19,1.85,1.23,0.14,5e-04,0.05,NA,7,TRUE
"706",1979-07-30,NA,"S",NA,0.01,0.01,0.04,0.01,0.09,0.05,3.94,2.35,1.21,0.2,0.032,0.05,NA,7,TRUE
"707",1979-08-06,NA,"S",NA,0.01,0.01,0.05,0.03,0.03,0.18,3.91,5.05,1.89,0.13,5e-04,0.05,NA,7,TRUE
"708",1979-08-13,NA,"S",NA,0.04,0.02,0.05,0.02,0.03,0.12,4.31,2,0.84,0.07,0.012,0.05,NA,7,TRUE
"709",1979-08-20,NA,"S",NA,0.02,0.01,0.01,0.01,0.02,0.19,4.09,2.9,2.09,0.2,0.011,0.05,NA,7,TRUE
"710",1979-08-28,NA,"S",NA,0.14,0.02,0.03,0.06,0.02,0.36,3.98,4.9,1.98,0.24,0.02,0.05,NA,7,TRUE
"711",1979-09-04,NA,"S",NA,0.15,0.03,0.08,0.09,0.04,0.33,3.72,6.7,4.47,0.54,5e-04,0.1,NA,7,TRUE
"712",1979-09-09,NA,"S",NA,0.1,0.03,0.01,0.09,0.03,0.03,4.68,1.05,0.31,0.24,0.009,0.05,NA,7,TRUE
"713",1979-09-16,NA,"S",NA,0.05,0.02,0.07,0.11,0.02,0.08,4.39,1.75,0.69,0.32,0.02,0.1,NA,7,TRUE
"714",1979-09-22,NA,"S",NA,0.08,0.02,0.07,0.04,0.03,0.09,4.08,2.35,1.75,0.24,0.035,0.05,NA,7,TRUE
"715",1979-09-30,NA,"S",NA,0.07,0.01,0.07,0.005,0.02,0.05,4.11,0.04,1.41,0.2,5e-04,0.05,NA,0,TRUE
"716",1979-10-08,NA,"S",NA,0.06,0.02,0.31,0.05,0.005,0.02,4.7,1.05,0.52,0.13,0.014,0.05,NA,7,TRUE
"717",1979-10-14,NA,"S",NA,0.05,0.04,0.08,0.005,0.01,0.12,4.23,2.15,1.61,0.18,0.007,0.05,NA,7,TRUE
"718",1979-10-21,NA,"S",NA,0.2,0.03,0.06,0.01,0.01,0.6,4.01,3.2,3.31,0.35,5e-04,0.05,NA,7,TRUE
"719",1979-10-30,NA,"S",NA,0.17,0.08,0.16,0.16,0.02,0.31,4.09,3.75,2.59,0.6,0.023,0.05,NA,7,TRUE
"720",1979-11-04,NA,"S",NA,0.05,0.02,0.04,0.14,0.005,0.05,4.41,1.4,1.22,0.43,0.004,0.05,NA,7,TRUE
"721",1979-11-15,NA,"S",NA,0.09,0.03,0.06,0.11,0.04,0.44,3.85,4.8,4.24,0.38,0.05,0.1,NA,7,TRUE
"722",1979-11-19,NA,"S",NA,0.1,0.02,0.03,0.03,0.03,0.47,4.08,1.95,4.38,0.18,5e-04,0.05,NA,7,TRUE
"723",1979-11-26,NA,"S",NA,0.07,0.04,0.16,0.23,0.03,0.32,4.04,3.1,3.11,0.44,0.014,0.05,NA,7,TRUE
"724",1979-12-04,NA,"S",NA,0.12,0.04,0.06,0.29,0.02,0.13,4.39,1.9,0.81,0.57,0.01,0.05,NA,0,TRUE
"725",1979-12-10,NA,"S",NA,0.22,0.04,0.28,0.07,0.04,0.14,4.2,2.5,3.35,0.19,0.03,0.05,NA,1,FALSE
"726",1979-12-17,NA,"S",NA,0.04,0.01,0.03,0.05,0.08,0.23,4.23,2.4,2.14,0.2,0.06,0.05,NA,0,TRUE
"727",1979-12-31,NA,"S",NA,0.05,0.02,0.07,0.09,0.02,0.08,4.36,1.6,1.15,0.17,0.044,0.05,NA,0,TRUE
"728",1980-01-14,NA,"S",NA,0.13,0.07,0.05,0.62,0.02,0.12,4.35,1.6,1.68,1.01,0.01,0.05,NA,0,TRUE
"729",1980-01-21,NA,"S",NA,0.51,0.78,0.49,5.21,0.08,0.08,4.08,5.7,2.81,10,0.03,0.05,NA,1,FALSE
"730",1980-01-28,NA,"S",NA,0.12,0.02,0.02,0.08,0.03,0.1,4.32,0.6,2.81,0.32,0.018,0.05,NA,0,TRUE
"731",1980-02-19,NA,"S",NA,0.08,0.01,0.03,0.07,0.03,0.04,4.45,0.6,1.85,0.24,0.012,0.05,NA,0,TRUE
"732",1980-02-25,NA,"S",NA,0.07,0.01,0.01,0.1,0.02,0.11,4.22,2.1,1.67,0.24,0.009,0.05,NA,0,TRUE
"733",1980-03-03,NA,"S",NA,0.2,0.05,0.06,0.18,0.03,0.06,3.99,1.2,6.93,0.67,0.044,0.1,NA,0,TRUE
"734",1980-03-10,NA,"S",NA,0.07,0.01,0.02,0.04,0.03,0.17,4.2,1.8,2.9,0.13,0.004,0.1,NA,0,TRUE
"735",1980-03-17,NA,"S",NA,0.09,0.02,0.03,0.05,0.03,0.08,4.6,1,0.66,0.17,0.01,0.05,NA,0,TRUE
"736",1980-03-23,NA,"S",NA,0.04,0.01,0.01,0.08,0.02,0.19,4.33,1.6,1.24,0.18,0.007,0.05,NA,0,TRUE
"737",1980-03-31,NA,"S",NA,0.09,0.03,0.01,0.19,0.04,0.48,4.02,2.7,3.13,0.48,0.009,0.05,NA,0,TRUE
"738",1980-04-07,NA,"S",NA,0.2,0.02,0.03,0.03,0.03,0.3,4.12,3.8,2.08,0.11,0.012,0.05,NA,0,TRUE
"739",1980-04-14,NA,"S",NA,0.09,0.05,0.02,0.27,0.01,0.14,4.39,1.7,1.24,0.44,0.01,0.05,NA,0,TRUE
"740",1980-04-21,NA,"S",NA,0.46,0.1,0.08,0.38,0.08,0.58,3.9,6.1,3.48,0.23,0.035,0.05,NA,0,TRUE
"741",1980-04-28,NA,"S",NA,0.29,0.03,0.04,0.06,0.04,0.61,4.05,4.1,2.39,0.16,0.017,0.1,NA,0,TRUE
"742",1980-05-05,NA,"S",NA,0.43,0.11,0.22,0.26,0.03,0.77,4.19,3.3,1.35,0.76,NA,0.1,NA,1,FALSE
"743",1980-05-12,NA,"S",NA,0.37,0.07,0.08,0.06,0.04,0.48,4.18,3.35,2.69,0.19,0.034,0.05,NA,7,TRUE
"744",1980-05-19,NA,"S",NA,0.08,0.03,0.12,0.05,0.05,0.35,4.22,2.9,1.15,0.18,0.055,0.05,NA,7,TRUE
"745",1980-06-01,NA,"S",NA,3.64,0.77,6.83,0.65,NA,2,4.78,11.2,0.06,2.91,NA,0.4,NA,1,FALSE
"746",1980-06-09,NA,"S",NA,0.09,0.02,0.05,0.02,0.02,0.25,4.2,2.4,1.42,0.1,0.017,0.05,NA,7,TRUE
"747",1980-06-16,NA,"S",NA,0.11,0.02,0.05,0.01,0.02,0.17,4.26,1.4,0.44,0.12,0.016,0.05,NA,2,TRUE
"748",1980-06-23,NA,"S",NA,0.04,0.04,0.08,0.16,0.01,0.12,3.92,4.4,2.04,0.39,0.029,0.05,NA,7,TRUE
"749",1980-06-30,NA,"S",NA,0.88,0.3,1.48,0.12,NA,NA,3.5,4.1,1.72,1.33,0.2,0.2,NA,1,FALSE
"750",1980-07-07,NA,"S",NA,0.07,0.02,0.03,0.02,0.02,0.27,4.08,3.6,2.12,0.1,0.012,0.05,NA,7,TRUE
"751",1980-07-13,NA,"S",NA,0.08,0.02,0.02,0.02,0.02,0.23,4.1,3.2,1.58,0.23,0.015,0.05,NA,7,TRUE
"752",1980-07-21,NA,"S",NA,0.17,0.02,0.02,0.03,0.005,0.06,4.17,2.9,1.4,0.12,0.026,0.05,NA,7,TRUE
"753",1980-07-27,NA,"S",NA,0.05,0.01,0.03,0.02,0.005,0.09,4.19,2.7,1.22,0.14,0.035,0.05,NA,7,TRUE
"754",1980-08-05,NA,"S",NA,0.09,0.02,0.01,0.07,0.005,0.36,3.98,5.1,1.95,0.24,0.009,0.05,NA,0,TRUE
"755",1980-08-11,NA,"S",NA,0.09,0.01,0.04,0.04,0.02,0.35,3.9,5.4,2.9,0.16,0.009,0.05,NA,0,TRUE
"756",1980-08-25,NA,"S",NA,0.07,0.01,0.03,0.07,0.01,0.19,3.98,4.1,2.68,0.23,0.018,0.05,NA,0,TRUE
"757",1980-09-01,NA,"S",NA,0.07,0.01,0.005,0.02,0.02,0.28,4.15,3.2,1.2,0.06,0.009,0.05,NA,0,TRUE
"758",1980-09-08,NA,"S",NA,0.03,0.01,0.01,0.04,0.02,0.17,4.16,2.6,1.45,0.17,0.006,0.05,NA,7,TRUE
"759",1980-09-15,NA,"S",NA,0.16,0.03,0.03,0.11,0.01,0.56,3.82,6.4,3.64,0.21,0.01,0.05,NA,7,TRUE
"760",1980-09-22,NA,"S",NA,0.11,0.09,0.005,0.22,0.03,0.27,4.14,3.8,2.24,0.33,0.006,0.05,NA,0,TRUE
"761",1980-09-29,NA,"S",NA,0.05,0.06,0.05,0.07,0.005,0.09,4.29,2,0.89,0.1,0.005,0.05,NA,7,TRUE
"762",1980-10-06,NA,"S",NA,0.04,0.005,0.05,0.11,0.005,0.09,4.29,1.6,1.5,0.2,0.007,0.05,NA,7,TRUE
"763",1980-10-13,NA,"S",NA,0.36,0.07,0.32,0.16,0.01,0.46,3.81,5.9,3.89,0.57,0.012,0.05,NA,7,TRUE
"764",1980-10-20,NA,"S",NA,0.16,0.05,0.31,0.08,0.03,0.19,4.24,2.6,1.66,0.18,0.011,0.1,NA,7,TRUE
"765",1980-10-26,NA,"S",NA,0.06,0.04,0.04,0.38,0.005,0.04,4.86,0.5,0.55,0.61,0.004,0.05,NA,7,TRUE
"766",1980-11-04,NA,"S",NA,0.43,0.07,0.07,0.04,0.01,0.38,4.1,2.4,3.4,0.28,0.009,0.05,NA,7,TRUE
"767",1980-11-11,NA,"S",NA,0.33,0.04,0.1,0.06,0.02,0.57,4.09,3.1,4.47,0.14,0.008,0.05,NA,7,TRUE
"768",1980-11-22,NA,"S",NA,0.03,0.005,0.005,0.005,0.01,0.03,4.61,0.3,1.04,0.07,0.012,0.05,NA,0,TRUE
"769",1980-12-02,NA,"S",NA,0.06,0.01,0.03,0.03,0.01,0.1,4.59,1,0.84,0.1,0.006,0.05,NA,0,TRUE
"770",1980-12-09,NA,"S",NA,0.13,0.02,0.06,0.18,0.02,0.28,4.25,1.9,2.27,0.28,0.028,0.05,NA,0,TRUE
"771",1980-12-16,NA,"S",NA,0.1,0.005,0.01,0.14,0.01,0.17,4.31,0.9,2.83,0.3,0.011,0.05,NA,0,TRUE
"772",1980-12-20,NA,"S",NA,0.08,0.005,0.02,0.04,0.01,0.16,4.18,0.9,2.97,0.26,0.011,0.05,NA,0,TRUE
"773",1980-12-30,NA,"S",NA,0.06,0.01,0.04,0.23,0.02,0.11,4.17,1.4,3.31,0.49,0.009,0.05,NA,0,TRUE
"774",1981-01-06,NA,"S",NA,0.11,0.005,0.02,0.16,0.02,0.06,3.96,1.2,6.1,0.43,0.015,0.05,NA,0,TRUE
"775",1981-01-13,NA,"S",NA,0.09,0.01,0.005,0.02,0.02,0.11,4.25,1,2.98,0.65,0.016,0.05,NA,0,TRUE
"776",1981-01-20,NA,"S",NA,0.12,0.01,0.03,0.15,0.02,0.06,3.81,0.7,8.03,0.48,0.018,0.05,NA,0,TRUE
"777",1981-02-03,NA,"S",NA,0.03,0.02,0.02,0.22,0.01,0.08,4.59,1.1,0.51,0.35,0.019,0.05,NA,0,TRUE
"778",1981-02-10,NA,"S",NA,0.03,0.01,0.01,0.08,0.01,0.13,4.45,0.8,1.61,0.17,0.014,0.05,NA,0,TRUE
"779",1981-02-16,NA,"S",NA,0.06,0.09,0.04,0.75,0.02,0.1,4.49,1.5,0.74,1.25,0.019,0.05,NA,2,FALSE
"780",1981-02-23,NA,"S",NA,0.005,0.05,0.03,0.42,0.01,0.08,4.65,0.9,0.5,0.73,0.011,0.05,NA,0,TRUE
"781",1981-03-03,NA,"S",NA,0.04,0.04,0.02,0.23,0.01,0.06,4.8,0.6,0.37,0.38,0.007,0.05,NA,0,TRUE
"782",1981-03-16,NA,"S",NA,0.6,0.1,0.06,0.19,0.04,0.79,3.96,4.7,5.73,0.43,0.035,0.1,NA,1,FALSE
"783",1981-03-24,NA,"S",NA,0.35,0.05,0.03,0.35,0.04,0.03,4.2,1.9,3.43,0.53,0.029,0.05,NA,0,TRUE
"784",1981-03-30,NA,"S",NA,0.15,0.03,0.02,0.1,0.01,0.39,4.1,2.1,4.22,0.17,0.015,0.05,NA,0,TRUE
"785",1981-04-07,NA,"S",NA,0.17,0.04,0.04,0.11,0.02,0.35,4.18,2.9,1.9,0.2,0.025,0.05,NA,0,TRUE
"786",1981-04-14,NA,"S",NA,0.46,0.08,0.09,0.13,0.05,0.72,3.88,6.5,3.8,0.27,0.038,0.1,NA,1,FALSE
"787",1981-04-20,NA,"S",NA,0.16,0.04,0.04,0.09,0.02,0.35,4.21,3.1,1.5,0.17,0.023,0.05,NA,0,TRUE
"788",1981-04-27,NA,"S",NA,0.09,0.01,0.03,0.01,0.02,0.18,4.16,2.6,1.58,0.07,0.019,0.05,NA,7,TRUE
"789",1981-05-03,NA,"S",NA,0.11,0.02,0.05,0.03,0.03,0.64,3.9,4.7,3.86,0.12,0.02,0.05,NA,7,TRUE
"790",1981-05-13,NA,"S",NA,0.1,0.06,0.13,0.33,0.01,0.16,4.16,3.3,1.27,0.61,0.026,0.05,NA,7,TRUE
"791",1981-05-17,NA,"S",NA,0.05,0.04,0.09,0.15,0.02,0.31,4.3,2.4,1.32,0.21,0.024,0.05,NA,7,TRUE
"792",1981-05-31,NA,"S",NA,0.3,0.14,0.64,0.16,0.06,0.35,4.39,3.7,1.32,0.28,0.98,0.1,NA,0,TRUE
"793",1981-06-01,NA,"S",NA,0.29,0.14,0.64,0.16,0.06,0.35,4.39,3.65,1.32,0.28,0.99,0.1,NA,7,TRUE
"794",1981-06-08,NA,"S",NA,0.17,0.04,0.1,0.02,0.02,0.34,4.31,2.6,1.68,0.09,0.029,0.1,NA,7,TRUE
"795",1981-06-16,NA,"S",NA,0.09,0.01,0.04,0.02,0.01,0.18,4.28,2.6,1.16,0.09,0.012,0.05,NA,7,TRUE
"796",1981-06-23,NA,"S",NA,0.04,0.01,0.04,0.02,0.03,0.49,3.9,5.6,2.16,0.14,0.015,0.05,NA,7,TRUE
"797",1981-06-29,NA,"S",NA,0.06,0.01,0.03,0.01,NA,0.18,4.29,2.8,1.36,0.09,0.024,0.05,NA,0,TRUE
"798",1981-07-06,NA,"S",NA,0.005,0.005,0.01,0.02,0.02,0.06,4.67,1.05,0.39,0.07,0.012,0.05,NA,7,TRUE
"799",1981-07-14,NA,"S",NA,0.22,0.04,0.06,0.03,0.03,0.26,4.19,2.95,1.9,0.13,0.037,0.1,NA,7,TRUE
"800",1981-07-20,NA,"S",NA,0.16,0.04,0.06,0.05,0.04,0.15,4.09,3.8,2.35,0.25,0.039,0.05,NA,7,TRUE
"801",1981-07-26,NA,"S",NA,0.005,0.005,0.01,0.005,0.02,0.33,4.19,3.45,1.2,0.06,0.015,0.05,NA,7,TRUE
"802",1981-08-03,NA,"S",NA,0.01,0.005,0.01,0.02,0.02,0.06,4.36,1.8,0.73,0.04,0.016,0.05,NA,7,TRUE
"803",1981-08-10,NA,"S",NA,0.03,0.01,0.06,0.01,0.005,0.22,4.16,3.35,0.89,0.07,0.022,0.05,NA,7,TRUE
"804",1981-08-16,NA,"S",NA,0.03,0.01,0.04,0.01,0.005,0.31,4.17,3.45,1.06,0.07,0.022,0.05,NA,7,TRUE
"805",1981-08-31,NA,"S",NA,0.32,0.04,0.1,0.06,NA,0.06,3.87,7.1,1.68,0.22,0.018,0.05,NA,0,TRUE
"806",1981-09-08,NA,"S",NA,0.32,0.36,0.37,2.38,NA,1.35,3.5,20,8.85,1.98,0.034,0.1,NA,1,FALSE
"807",1981-09-14,NA,"S",NA,0.03,0.01,0.01,0.04,0.005,0.08,4.5,1.4,0.58,0.08,0.011,0.05,NA,7,TRUE
"808",1981-09-20,NA,"S",NA,0.07,0.01,0.08,0.03,0.01,0.49,4.29,3.3,0.97,0.08,0.019,0.05,NA,7,TRUE
"809",1981-09-28,NA,"S",NA,0.1,0.02,0.07,0.04,0.01,0.49,4.04,4.2,2.21,0.13,0.024,0.05,NA,7,TRUE
"810",1981-10-05,NA,"S",NA,0.14,0.03,0.12,0.02,NA,0.24,4.13,3,2.42,0.12,0.02,0.05,NA,0,TRUE
"811",1981-10-12,NA,"S",NA,0.05,0.01,0.04,0.02,NA,0.4,4,4,3.26,0.11,0.015,0.05,NA,0,TRUE
"812",1981-10-19,NA,"S",NA,0.005,0.01,0.01,0.06,0.005,0.11,4.45,1.3,0.9,0.11,0.01,0.05,NA,7,TRUE
"813",1981-10-25,NA,"S",NA,0.04,0.01,0.12,0.06,0.01,0.1,4.49,1.35,0.88,0.15,0.014,0.05,NA,7,TRUE
"814",1981-11-02,NA,"S",NA,0.01,0.005,0.005,0.02,0.005,0.02,4.64,0.7,0.56,0.07,0.002,0.05,NA,7,TRUE
"815",1981-11-08,NA,"S",NA,0.07,0.02,0.17,0.04,0.02,0.31,4.07,3.65,2.68,0.15,0.017,0.05,NA,7,TRUE
"816",1981-11-16,NA,"S",NA,0.3,0.1,0.11,0.59,0.04,0.38,3.9,5.1,5.33,0.97,0.015,0.05,NA,1,FALSE
"817",1981-11-19,NA,"S",NA,0.01,0.01,0.01,0.05,0.005,0.02,5.02,0.25,0.28,0.12,0.013,0.05,NA,7,TRUE
"818",1981-12-01,NA,"S",NA,0.08,0.02,0.04,0.06,0.02,0.26,4.2,2.5,2.21,0.12,0.011,0.05,NA,0,TRUE
"819",1981-12-08,NA,"S",NA,0.04,0.01,0.04,0.03,0.01,0.1,4.43,1.3,1.32,0.08,0.014,0.05,NA,1,FALSE
"820",1981-12-15,NA,"S",NA,0.02,0.01,0.01,0.03,0.005,0.02,4.79,0.3,0.76,0.06,0.014,0.05,NA,0,TRUE
"821",1981-12-21,NA,"S",NA,0.02,0.01,0.01,0.01,0.005,0.04,4.57,0.7,1.22,0.04,0.003,0.05,NA,0,TRUE
"822",1981-12-28,NA,"S",NA,0.02,0.005,0.005,0.01,0.005,0.04,4.6,0.8,1,0.06,0.003,0.05,NA,0,TRUE
"823",1982-01-05,NA,"S",NA,0.02,0.01,0.01,0.04,0.005,0.06,4.6,0.8,0.92,0.11,0.006,0.05,NA,0,TRUE
"824",1982-01-11,NA,"S",NA,0.33,0.04,0.04,0.18,0.03,0.28,3.93,2,5.46,0.38,0.028,0.1,NA,1,FALSE
"825",1982-01-18,NA,"S",NA,0.05,0.01,0.02,0.05,0.01,0.07,4.45,0.6,2.2,0.13,0.007,0.05,NA,0,TRUE
"826",1982-01-25,NA,"S",NA,0.02,0.01,0.01,0.03,0.01,0.03,4.89,0.3,0.56,0.06,0.005,0.05,NA,0,TRUE
"827",1982-02-01,NA,"S",NA,0.05,0.01,0.01,0.07,0.005,0.06,4.5,1,1.08,0.17,0.006,0.05,NA,0,TRUE
"828",1982-02-08,NA,"S",NA,0.04,0.02,0.01,0.05,0.01,0.07,4.5,1.1,1.27,0.1,0.006,0.05,NA,0,TRUE
"829",1982-02-15,NA,"S",NA,0.04,0.01,0.01,0.08,0.01,0.11,4.21,1.7,3.48,0.18,0.008,0.05,NA,0,TRUE
"830",1982-02-22,NA,"S",NA,0.01,0.01,0.005,0.08,0.01,0.01,4.52,1,1.48,0.14,0.004,0.05,NA,0,TRUE
"831",1982-03-08,NA,"S",NA,0.04,0.01,0.01,0.07,0.01,0.12,4.39,1.3,1.64,0.09,0.003,0.05,NA,0,TRUE
"832",1982-03-15,NA,"S",NA,0.15,0.04,0.03,0.24,0.03,0.46,3.9,5.1,5.29,0.32,0.004,0.05,NA,1,FALSE
"833",1982-03-22,NA,"S",NA,0.14,0.02,0.005,0.05,0.03,0.18,4.2,2.6,2.15,0.08,0.009,0.1,NA,0,TRUE
"834",1982-03-29,NA,"S",NA,0.11,0.03,0.02,0.12,0.01,0.14,4.3,2.4,1.11,0.2,0.007,0.05,NA,0,TRUE
"835",1982-04-04,NA,"S",NA,0.16,0.05,0.03,0.21,0.02,0.23,4.16,2.8,2.18,0.34,0.011,0.1,NA,0,TRUE
"836",1982-04-12,NA,"S",NA,0.26,0.05,0.02,0.05,0.02,0.23,4.12,1.8,4.5,0.16,0.016,0.1,NA,0,TRUE
"837",1982-04-18,NA,"S",NA,0.32,0.07,0.05,0.2,0.04,0.86,4.03,5.5,3.6,0.34,0.024,0.1,NA,0,TRUE
"838",1982-04-27,NA,"S",NA,0.23,0.05,0.03,0.08,0.02,0.19,4.69,1.7,0.99,0.09,0.029,0.05,NA,0,TRUE
"839",1982-05-10,NA,"S",NA,1.59,0.45,1.77,0.19,0.31,4.65,3.49,1.62,9.34,0.65,NA,0.3,NA,1,FALSE
"840",1982-05-25,NA,"S",NA,0.19,0.07,0.37,0.01,0.05,0.34,4.24,3,1.52,0.11,0.99,0.05,NA,7,TRUE
"841",1982-06-01,NA,"S",NA,0.1,0.03,0.21,0.06,0.04,0.06,4.52,1.6,0.48,0.19,0.057,0.1,NA,7,TRUE
"842",1982-06-07,NA,"S",NA,0.04,0.01,0.02,0.04,0.01,0.1,4.41,1.3,1.16,0.09,0.009,0.05,NA,7,TRUE
"843",1982-06-12,NA,"S",NA,0.18,0.04,0.11,0.05,0.01,0.15,4.46,1.5,0.86,0.22,0.061,0.1,NA,7,TRUE
"844",1982-06-22,NA,"S",NA,0.04,0.02,0.18,0.06,0.005,0.18,4.4,2.1,0.99,0.13,0.011,0.05,NA,7,TRUE
"845",1982-06-28,NA,"S",NA,0.04,0.01,0.03,0.01,0.005,0.16,4.5,1.6,1.04,0.08,0.012,0.05,NA,7,TRUE
"846",1982-07-05,NA,"S",NA,0.08,0.02,0.04,0.02,0.005,0.34,4.28,2.8,1.46,0.06,0.013,0.05,NA,7,TRUE
"847",1982-07-13,NA,"S",NA,0.57,0.15,0.47,0.19,NA,0.67,3.83,7.8,4.35,0.65,0.08,0.1,NA,6,TRUE
"848",1982-07-20,NA,"S",NA,0.23,0.05,0.07,0.08,0.06,2.8,4.33,3.4,1.84,0.17,0.439,0.1,NA,1,FALSE
"849",1982-07-26,NA,"S",NA,0.27,0.05,0.14,0.05,NA,0.04,4.78,0.8,0.01,0.28,NA,0.1,NA,0,TRUE
"850",1982-08-02,NA,"S",NA,0.005,0.005,0.02,0.02,0.005,0.15,3.84,2.8,1.44,0.08,0.011,0.05,NA,7,TRUE
"851",1982-08-10,NA,"S",NA,0.06,0.02,0.08,0.04,0.04,0.38,4.05,4,2.71,0.14,0.047,0.05,NA,0,TRUE
"852",1982-08-16,NA,"S",NA,0.06,0.01,0.06,0.03,0.02,0.02,4.55,1.4,0.82,0.1,0.036,0.05,NA,7,TRUE
"853",1982-08-23,NA,"S",NA,0.16,0.03,0.06,0.02,0.01,0.2,4.38,2.1,1.27,0.1,0.029,0.05,NA,7,TRUE
"854",1982-08-30,NA,"S",NA,0.11,0.03,0.14,0.04,0.01,0.57,4,5.3,2.4,0.11,0.047,0.05,NA,1,FALSE
"855",1982-09-07,NA,"S",NA,0.05,0.01,0.02,0.02,0.005,0.22,4.23,2.5,1.33,0.08,0.018,0.05,NA,7,TRUE
"856",1982-09-19,NA,"S",NA,0.02,0.005,0.02,0.02,0.01,0.38,3.99,4.9,1.48,0.08,0.013,0.05,NA,7,TRUE
"857",1982-09-28,NA,"S",NA,0.02,0.005,0.05,0.03,0.005,0.06,4.37,1.7,0.98,0.07,0.015,0.05,NA,7,TRUE
"858",1982-10-04,NA,"S",NA,NA,NA,1.61,0.23,NA,1.8,3.76,11.4,2.42,0.69,NA,0.2,NA,1,FALSE
"859",1982-10-11,NA,"S",NA,0.05,0.03,0.18,0.03,0.005,0.21,4.18,2.6,1.24,0.1,0.015,0.05,NA,7,TRUE
"860",1982-10-18,NA,"S",NA,0.12,0.4,0.19,0.02,0.005,0.34,3.99,3.2,3.32,0.13,0.034,0.05,NA,7,TRUE
"861",1982-10-25,NA,"S",NA,0.17,0.08,0.3,0.47,NA,0.12,4.34,2.1,1.48,0.49,0.07,0.1,NA,1,FALSE
"862",1982-11-08,NA,"S",NA,0.06,0.02,0.03,0.09,0.005,0.19,4.4,1.9,1.71,0.14,0.007,0.05,NA,7,TRUE
"863",1982-11-16,NA,"S",NA,0.08,0.04,0.1,0.26,0.005,0.1,4.51,1.5,1.48,0.28,0.012,0.05,NA,7,TRUE
"864",1982-11-22,NA,"S",NA,0.07,0.12,0.06,0.89,0.01,0.15,3.92,4.6,2.52,1.22,0.012,0.05,NA,0,TRUE
"865",1982-11-29,NA,"S",NA,0.03,0.03,0.03,0.21,0.005,0.11,4.23,2.2,1.98,0.31,0.003,0.05,NA,0,TRUE
"866",1982-12-07,NA,"S",NA,0.18,0.07,0.13,0.27,0.01,0.46,3.8,5.6,5.95,0.42,0.081,0.05,NA,0,TRUE
"867",1982-12-13,NA,"S",NA,0.33,0.1,0.35,0.1,0.02,0.32,4.3,1.4,4.14,0.24,0.078,0.05,NA,1,FALSE
"868",1982-12-19,NA,"S",NA,0.02,0.01,0.02,0.05,0.005,0.06,4.62,0.9,0.52,0.18,0.028,0.05,NA,0,TRUE
"869",1982-12-26,NA,"S",NA,0.08,0.02,0.06,0.07,0.005,0.15,4.28,2.3,1.49,0.16,0.005,0.05,NA,0,TRUE
