"","date","datetime","site","precip","Ca","Mg","K","Na","Al","NH4","pH","SO4","NO3","Cl","PO4","SiO2","sp.cond","note","canonical"
"2594",1999-11-29,1999-11-29 16:10:00,"N",39.1,0.03,0.03,0.01,0.19,NA,0.14,4.5,1.05,1.09,0.36,0.002,0.05,13.7,0,TRUE
"2595",1999-12-07,1999-12-07 18:15:00,"N",12.2,0.19,0.03,0.03,0.16,NA,0.26,3.97,2.41,4.56,0.33,0.005,0.1,39.1,0,TRUE
"2596",1999-12-13,1999-12-13 12:50:00,"N",12.4,0.08,0.005,0.02,0.01,NA,0.34,4.12,2.01,2.51,0.12,0.005,0.05,27.4,0,TRUE
"2597",1999-12-20,1999-12-20 18:05:00,"N",11.7,0.08,0.04,0.01,0.27,NA,0.13,4.39,1.34,1,0.49,5e-04,0.05,15.4,0,TRUE
"2598",1999-12-27,1999-12-27 15:05:00,"N",31.1,0.1,0.03,0.01,0.11,NA,0.03,4.77,0.49,0.6,0.21,0.002,0.1,7.2,0,TRUE
"2599",2000-01-03,2000-01-03 16:05:00,"N",4.1,0.52,0.09,0.06,0.71,NA,1,3.72,5.99,6.69,1.19,0.01,0.1,68.1,6,TRUE
"2600",2000-01-10,2000-01-10 13:30:00,"N",37.3,0.11,0.02,0.01,0.06,NA,0.34,4.23,1.96,1.77,0.16,0.005,0.05,21.5,0,TRUE
"2601",2000-01-18,2000-01-18 14:15:00,"N",38.6,0.2,0.03,0.03,0.2,NA,0.21,4.25,1.21,3.03,0.38,0.007,0.05,22,0,TRUE
"2602",2000-01-24,2000-01-24 18:20:00,"N",2,0.22,0.04,0.05,0.34,NA,0.005,4.11,0.87,4.08,0.54,0.013,NA,26.8,6,TRUE
"2603",2000-02-01,2000-02-01 16:00:00,"N",38.6,0.005,0.01,0.005,0.06,NA,0.03,4.89,0.21,0.54,0.12,0.003,0.05,4.8,0,TRUE
"2604",2000-02-07,2000-02-07 17:40:00,"N",2,NA,NA,NA,NA,NA,NA,3.86,NA,NA,NA,NA,NA,60.7,6,FALSE
"2605",2000-02-15,2000-02-15 13:30:00,"N",45,0.07,0.01,0.005,0.06,NA,0.24,4.38,1.15,1.65,0.17,0.005,0.05,16.3,0,TRUE
"2606",2000-02-22,2000-02-22 14:10:00,"N",24.4,0.06,0.01,0.01,0.03,NA,0.14,4.55,0.74,1.18,0.08,0.004,0.05,10.9,0,TRUE
"2607",2000-02-29,2000-02-29 13:20:00,"N",30.7,0.04,0.01,0.01,0.06,NA,0.21,4.27,1.64,1.14,0.14,0.005,0.05,17.9,0,TRUE
"2608",2000-03-06,2000-03-06 14:05:00,"N",4.8,0.32,0.06,0.04,0.18,NA,0.74,3.82,3.61,7.54,0.25,0.014,NA,56.7,6,TRUE
"2609",2000-03-13,2000-03-13 15:10:00,"N",49,0.14,0.03,0.01,0.07,NA,0.28,4.41,1.49,1.2,0.14,0.007,0.05,14.8,0,TRUE
"2610",2000-03-20,2000-03-20 14:20:00,"N",19.6,0.09,0.01,0.02,0.05,NA,0.25,4.39,1.26,1.82,0.07,0.005,0.05,15.9,0,TRUE
"2611",2000-03-27,2000-03-27 18:40:00,"N",7.1,0.6,0.07,0.007,0.15,NA,1.64,3.7,7.57,6.24,0.36,0.025,0.2,71.6,6,TRUE
"2612",2000-04-03,2000-04-03 18:05:00,"N",50.5,0.1,0.02,0.03,0.09,NA,0.26,4.22,2.09,1.49,0.19,0.007,0.05,21.6,0,TRUE
"2613",2000-04-10,2000-04-10 18:25:00,"N",130.4,0.2,0.05,0.06,0.19,NA,0.18,4.53,1.45,1.08,0.34,0.004,0.05,13.7,0,TRUE
"2614",2000-04-17,2000-04-17 13:30:00,"N",7.6,0.18,0.03,0.05,0.07,NA,0.68,3.8,4.27,5.44,0.22,0.007,0.05,51.5,0,TRUE
"2615",2000-04-25,2000-04-25 13:00:00,"N",61.5,0.05,0.01,0.02,0.03,NA,0.17,4.58,0.98,0.76,0.06,0.005,0.05,10.4,0,TRUE
"2616",2000-05-01,2000-05-01 15:10:00,"N",13.5,0.1,0.005,0.02,0.02,NA,0.005,4.6,0.33,0.59,0.15,0.003,0.05,8.4,0,TRUE
"2617",2000-05-08,2000-05-08 13:05:00,"N",23.6,0.4,0.08,0.18,0.06,NA,1.45,4.27,3.53,3.2,0.19,0.117,0.1,28,1,FALSE
"2618",2000-05-15,2000-05-15 17:40:00,"N",62,0.22,0.03,0.12,0.08,NA,0.74,4.28,2.7,1.85,0.14,0.013,0.05,22.4,2,TRUE
"2619",2000-05-22,2000-05-22 14:05:00,"N",22.1,0.16,0.03,0.16,0.05,NA,1.03,4.02,4.43,2.18,0.15,0.017,0.05,36.6,2,TRUE
"2620",2000-05-29,2000-05-29 13:20:00,"N",31.2,0.04,0.02,0.14,0.02,NA,0.15,4.39,1.43,1.23,0.05,0.025,0.05,15.7,0,TRUE
"2621",2000-06-05,2000-06-05 17:25:00,"N",4.6,0.24,0.13,1.43,0.05,NA,2.49,4.62,3.78,3.01,0.23,0.632,0.05,21.2,1,FALSE
"2622",2000-06-12,2000-06-12 14:40:00,"N",34.5,0.12,0.06,0.1,0.28,NA,0.45,4.45,2.17,1.44,0.47,0.01,0.05,18.1,0,TRUE
"2623",2000-06-19,2000-06-19 18:10:00,"N",12.2,0.09,0.02,0.1,0.06,NA,0.3,4.07,2.83,1.8,0.13,0.007,0.05,28.4,0,TRUE
"2624",2000-06-26,2000-06-26 16:15:00,"N",19.1,0.13,0.03,0.08,0.06,NA,0.43,4.18,2.99,1.68,0.12,0.007,0.05,27.3,0,TRUE
"2625",2000-07-03,2000-07-03 15:25:00,"N",18,0.06,0.02,0.18,0.02,NA,0.27,4.32,1.75,1.28,0.08,0.011,0.05,18.3,2,TRUE
"2626",2000-07-11,2000-07-11 11:25:00,"N",23.1,0.07,0.01,0.04,0.01,NA,0.14,4.44,1.48,1.07,0.05,0.008,0.05,15.7,0,TRUE
"2627",2000-07-17,2000-07-17 13:30:00,"N",29.5,0.02,0.02,0.04,0.16,NA,0.04,4.68,0.58,0.51,0.29,0.005,0.05,8.9,0,TRUE
"2628",2000-07-24,2000-07-24 17:00:00,"N",3.6,0.44,0.07,0.07,0.05,NA,0.56,3.93,5.54,3.97,0.26,0.007,1,53.3,0,TRUE
"2629",2000-08-01,2000-08-01 11:35:00,"N",52.6,0.005,0.005,0.02,0.01,NA,0.03,4.72,0.32,0.73,0.04,5e-04,0.05,7.7,0,TRUE
"2630",2000-08-08,2000-08-08 11:20:00,"N",27.4,0.03,0.005,0.03,0.02,NA,0.47,4.21,2.93,1.7,0.06,0.002,0.05,27.2,0,TRUE
"2631",2000-08-14,2000-08-14 19:40:00,"N",35.3,0.05,0.01,0.03,0.02,NA,0.15,4.54,1.14,1.03,0.04,0.002,0.05,13.1,2,TRUE
"2632",2000-08-21,2000-08-21 15:35:00,"N",22.1,0.02,0.01,0.02,0.02,NA,0.09,4.82,0.63,0.56,0.03,0.002,0.05,7.4,2,TRUE
"2633",2000-08-28,2000-08-28 17:45:00,"N",23.1,0.04,0.01,0.03,0.02,NA,0.45,4.18,3.14,1.88,0.08,0.004,0.05,28.6,0,TRUE
"2634",2000-09-04,2000-09-04 14:30:00,"N",3.8,0.19,0.04,0.23,0.13,NA,1.03,3.84,7.77,3.5,0.26,0.089,0.1,64.4,2,FALSE
"2635",2000-09-18,2000-09-18 18:35:00,"N",81,0.02,0.005,0.005,0.02,NA,0.1,4.53,1.17,0.73,0.04,5e-04,0.05,12.5,0,TRUE
"2636",2000-09-25,2000-09-25 18:00:00,"N",8.4,0.06,0.02,0.04,0.06,NA,0.36,4.09,3.17,3.12,0.15,0.003,0.05,36.1,0,TRUE
"2637",2000-10-09,2000-10-09 13:55:00,"N",34.2,0.03,0.01,0.02,0.005,NA,0.08,4.48,1.14,0.89,0.03,0.003,0.05,13.7,0,TRUE
"2638",2000-10-17,2000-10-17 13:30:00,"N",17.8,0.05,0.02,0.17,0.02,NA,0.09,4.79,0.74,0.56,0.06,0.009,0.05,7.8,0,TRUE
"2639",2000-10-23,2000-10-23 15:30:00,"N",26.7,0.005,0.005,0.005,0.01,NA,0.27,4.4,1.84,0.82,0.05,0.002,0.05,18.2,0,TRUE
"2640",2000-11-07,2000-11-07 16:20:00,"N",15.5,0.08,0.02,0.03,0.03,NA,0.48,4.18,1.43,4.69,0.11,0.008,0.05,31.1,0,TRUE
"2641",2000-11-13,2000-11-13 19:20:00,"N",30,0.01,0.005,0.005,0.005,NA,0.03,4.82,0.39,0.48,0.02,5e-04,0.05,6.4,0,TRUE
"2642",2000-11-20,2000-11-20 14:10:00,"N",28.7,0.02,0.005,0.01,0.01,NA,0.26,4.24,1.9,1.86,0.11,5e-04,0.05,24,0,TRUE
"2643",2000-11-28,2000-11-28 13:30:00,"N",32,0.02,0.01,0.01,0.05,NA,0.05,4.75,0.52,0.73,0.08,0.002,0.05,7.4,0,TRUE
"2644",2000-12-04,2000-12-04 20:40:00,"N",5.8,0.09,0.01,0.02,0.06,NA,0.31,4.1,1.38,5.36,0.13,5e-04,0.05,35.3,0,TRUE
"2645",2000-12-18,2000-12-18 15:00:00,"N",134.4,0.01,0.01,0.01,0.06,NA,0.05,4.78,0.54,0.59,0.15,0.002,0.05,7.1,0,TRUE
"2646",2000-12-26,2000-12-26 16:55:00,"N",6.4,0.08,0.01,0.06,0.08,NA,0.08,4.59,0.57,1.69,0.15,0.004,0.05,11.9,0,TRUE
"2647",2001-01-02,2001-01-02 14:10:00,"N",13.2,0.02,0.005,0.005,0.06,NA,0.04,4.81,0.34,0.66,0.15,0.003,0.05,6.9,0,TRUE
"2648",2001-01-08,2001-01-08 14:15:00,"N",9.9,0.01,0.005,0.005,0.23,NA,0.16,4.24,0.92,3.26,0.4,0.002,0.05,26.1,0,TRUE
"2649",2001-01-16,2001-01-16 18:40:00,"N",14,0.005,0.005,0.02,0.06,NA,0.24,4.22,1.53,3.06,0.17,0.004,0.05,26.2,0,TRUE
"2650",2001-01-22,2001-01-22 15:00:00,"N",2.8,0.14,0.01,0.03,0.17,NA,0.22,4.14,2.84,2.77,0.27,0.002,0.05,33.1,6,TRUE
"2651",2001-02-05,2001-02-05 15:00:00,"N",37.8,0.02,0.005,0.01,0.03,NA,0.14,4.46,0.85,1.82,0.09,0.003,0.05,16,0,TRUE
"2652",2001-02-12,2001-02-12 20:20:00,"N",69.6,0.09,0.02,0.04,0.05,NA,0.17,4.38,1.58,1.74,0.13,0.004,0.05,16.9,0,TRUE
"2653",2001-02-19,2001-02-19 17:50:00,"N",8.9,0.1,0.02,0.01,0.11,NA,0.3,4.29,1.56,3.14,0.18,0.005,0.05,25.4,0,TRUE
"2654",2001-02-27,2001-02-27 13:55:00,"N",27.2,0.12,0.01,0.01,0.08,NA,0.19,4.51,1.11,1.81,0.16,0.006,0.05,13.2,0,TRUE
"2655",2001-03-07,2001-03-07 14:25:00,"N",23.1,0.04,0.01,0.01,0.06,NA,0.03,4.91,0.23,0.6,0.11,0.004,0.05,5.4,0,TRUE
"2656",2001-03-12,2001-03-12 14:30:00,"N",10.4,0.09,0.03,0.02,0.24,NA,0.17,4.09,1.31,4.95,0.47,0.005,0.05,37.1,0,TRUE
"2657",2001-03-19,2001-03-19 18:05:00,"N",21.1,0.08,0.02,0.02,0.11,NA,0.11,4.41,1.25,1.73,0.14,0.003,0.05,17.6,0,TRUE
"2658",2001-03-26,2001-03-26 14:05:00,"N",37.2,0.04,0.01,0.01,0.02,NA,0.05,5.06,0.36,0.31,0.04,0.002,0.05,4.4,0,TRUE
"2659",2001-04-02,2001-04-02 13:40:00,"N",33.5,0.03,0.01,0.01,0.04,NA,0.06,4.81,0.42,0.94,0.05,0.002,0.05,7.5,0,TRUE
"2660",2001-04-09,2001-04-09 12:20:00,"N",14,0.63,0.05,0.05,0.12,NA,0.67,4.1,4.75,3.63,0.24,0.009,0.2,40.5,0,TRUE
"2661",2001-04-16,2001-04-16 11:55:00,"N",35.1,0.11,0.02,0.04,0.07,NA,0.38,4.31,2.49,1.39,0.13,0.006,0.05,23.2,0,TRUE
"2662",2001-04-23,2001-04-23 11:30:00,"N",4.3,1.14,0.19,0.12,0.24,NA,0.56,4.33,4.14,4,0.31,0.02,0.2,32.5,6,TRUE
"2663",2001-05-14,2001-05-14 13:30:00,"N",8.4,0.34,0.07,0.13,0.05,NA,0.61,4.32,2.63,1.75,0.12,0.022,0.1,24.6,0,TRUE
"2664",2001-05-21,2001-05-21 17:50:00,"N",2.3,NA,NA,0.65,0.6,NA,1.15,3.73,10.8,9.16,0.64,0.006,0.5,83.7,6,FALSE
"2665",2001-05-29,2001-05-29 18:25:00,"N",45.7,0.05,0.01,0.03,0.06,NA,0.22,4.49,1.33,1.14,0.13,0.005,0.05,15.1,0,TRUE
"2666",2001-06-04,2001-06-04 13:20:00,"N",86.4,0.02,0.005,0.02,0.01,NA,0.12,4.6,0.78,0.78,0.03,0.005,0.1,10.4,0,TRUE
"2667",2001-06-11,2001-06-11 13:40:00,"N",4.8,0.05,0.005,0.03,0.02,NA,0.005,4.73,0.46,0.63,0.06,0.007,0.05,8,0,TRUE
"2668",2001-06-18,2001-06-18 18:55:00,"N",23.9,0.01,0.01,0.07,0.04,NA,0.14,4.55,1.36,0.85,0.08,0.018,0.05,13.7,0,TRUE
"2669",2001-06-25,2001-06-25 18:05:00,"N",7.6,0.14,0.05,0.19,0.22,NA,0.12,4.23,2.5,2.41,0.4,0.004,0.05,29.5,0,TRUE
"2670",2001-07-03,2001-07-03 15:10:00,"N",23.6,0.11,0.02,0.03,0.01,NA,0.29,4.33,2.13,1.3,0.04,0.007,0.05,21.6,2,TRUE
"2671",2001-07-10,2001-07-10 11:10:00,"N",23.6,0.09,0.01,0.02,0.02,NA,0.33,4.25,2.8,1.54,0.09,0.005,0.05,26,2,TRUE
"2672",2001-07-16,2001-07-16 18:05:00,"N",25.1,0.08,0.02,0.07,0.03,NA,0.23,5.08,0.7,0.51,0.06,0.047,0.05,6.3,0,TRUE
"2673",2001-07-23,2001-07-23 17:50:00,"N",21.3,0.01,0.005,0.005,0.01,NA,0.02,5.08,0.11,0.32,0.02,0.003,0.05,4.2,0,TRUE
"2674",2001-07-30,2001-07-30 18:45:00,"N",14.5,0.08,0.02,0.04,0.01,NA,0.06,4.94,0.57,0.48,0.03,0.012,0.05,6.4,0,TRUE
"2675",2001-08-06,2001-08-06 15:20:00,"N",7.6,0.17,0.02,0.02,0.02,NA,0.22,4.42,1.79,1.18,0.06,0.004,0.05,18.1,0,TRUE
"2676",2001-08-14,2001-08-14 12:30:00,"N",11.9,0.46,0.06,0.02,0.02,NA,0.4,4.62,2.24,1.42,0.09,0.008,0.05,16.6,2,TRUE
"2677",2001-08-22,2001-08-22 12:45:00,"N",10.2,0.28,0.03,0.06,0.05,NA,0.52,3.91,5.75,3.4,0.15,0.012,0.05,55.5,0,TRUE
"2678",2001-08-28,2001-08-28 12:30:00,"N",3,0.07,0.02,0.03,0.08,NA,0.1,4.44,1.45,1.3,0.08,0.007,0.05,17.6,6,TRUE
"2679",2001-09-03,2001-09-03 13:25:00,"N",21.3,0.05,0.01,0.02,0.01,NA,0.28,4.35,2.01,1.32,0.03,5e-04,0.05,20.9,0,TRUE
"2680",2001-09-11,2001-09-11 12:25:00,"N",9.9,0.05,0.02,0.03,0.08,NA,0.07,4.43,1.33,1.02,0.12,0.018,0.05,17,0,TRUE
"2681",2001-09-23,2001-09-23 18:25:00,"N",62.5,0.03,0.05,0.03,0.22,NA,0.21,4.52,1.35,1.06,0.38,0.051,0.05,15.6,0,TRUE
"2682",2001-10-01,2001-10-01 18:35:00,"N",78.7,0.005,0.005,0.01,0.02,NA,0.06,4.76,0.58,0.47,0.05,5e-04,0.05,7.6,0,TRUE
"2683",2001-10-09,2001-10-09 15:50:00,"N",13.2,0.18,0.04,0.18,0.08,NA,0.29,4.51,1.73,1.17,0.11,0.011,0.1,16.4,0,TRUE
"2684",2001-10-15,2001-10-15 18:30:00,"N",18.3,0.01,0.005,0.01,0.02,NA,0.04,4.92,0.41,0.32,0.05,0.003,0.05,5.5,0,TRUE
"2685",2001-10-22,2001-10-22 18:05:00,"N",13,0.2,0.03,0.04,0.08,NA,0.29,4.32,2.01,1.8,0.15,0.008,0.05,23.2,0,TRUE
"2686",2001-10-29,2001-10-29 14:10:00,"N",18.8,0.15,0.05,0.05,0.3,NA,0.69,3.97,4.19,4.11,0.47,0.011,0.05,51.6,0,TRUE
"2687",2001-11-04,2001-11-04 20:05:00,"N",14.2,0.21,0.02,0.05,0.08,NA,0.45,4.23,2.21,2.84,0.16,0.008,0.05,29.3,0,TRUE
"2688",2001-11-13,2001-11-13 18:30:00,"N",17.5,0.46,0.05,0.03,0.04,NA,0.56,4.24,2.17,4.48,0.12,0.006,0.1,31.6,0,TRUE
"2689",2001-11-26,2001-11-26 15:45:00,"N",30.7,0.04,0.06,0.03,0.47,NA,0.3,4.32,1.83,1.96,0.82,0.002,0.05,24.2,0,TRUE
"2690",2001-12-03,2001-12-03 19:50:00,"N",25.1,0.02,0.01,0.01,0.06,NA,0.21,4.27,1.97,1.74,0.13,0.004,0.05,24.5,0,TRUE
"2691",2001-12-10,2001-12-10 19:20:00,"N",14.7,0.14,0.02,0.02,0.04,NA,0.43,4.11,2.75,3.33,0.09,5e-04,0.05,34.8,0,TRUE
"2692",2001-12-17,2001-12-17 13:40:00,"N",23.1,0.04,0.01,0.02,0.11,NA,0.07,4.55,0.93,1.11,0.19,5e-04,0.05,13.4,0,TRUE
"2693",2001-12-25,2001-12-25 15:25:00,"N",37.8,0.005,0.005,0.01,0.01,NA,0.11,4.52,0.63,1.63,0.05,5e-04,0.05,13.7,0,TRUE
"2694",2002-01-08,2002-01-08 15:30:00,"N",33.5,0.11,0.01,0.01,0.07,NA,0.1,4.88,0.31,1.23,0.11,5e-04,0.05,7.5,0,TRUE
"2695",2002-01-14,2002-01-14 16:30:00,"N",19.6,0.08,0.01,0.01,0.04,NA,0.26,4.43,0.72,2.54,0.13,5e-04,0.05,18,0,TRUE
"2696",2002-01-22,2002-01-22 13:30:00,"N",20.3,0.09,0.01,0.02,0.12,NA,0.27,4.23,1.2,3.26,0.25,5e-04,0.05,26,0,TRUE
"2697",2002-01-28,2002-01-28 13:30:00,"N",7.6,0.17,0.02,0.04,0.1,NA,0.47,4.18,2.88,3.2,0.11,5e-04,0.05,33.3,0,TRUE
"2698",2002-02-04,2002-02-04 17:15:00,"N",51.6,0.07,0.01,0.01,0.04,NA,0.16,4.6,0.9,1.08,0.07,5e-04,0.05,12.1,0,TRUE
"2699",2002-02-12,2002-02-12 13:25:00,"N",29,0.02,0.01,0.01,0.09,NA,0.05,4.78,0.6,0.46,0.14,5e-04,0.05,7.1,0,TRUE
"2700",2002-02-18,2002-02-18 15:55:00,"N",1,NA,NA,NA,NA,NA,NA,3.94,NA,NA,NA,NA,NA,55.2,6,FALSE
"2701",2002-02-25,2002-02-25 18:25:00,"N",11.2,0.07,0.03,0.03,0.23,NA,0.41,4.11,2.9,3.21,0.44,0.007,0.05,38.9,0,TRUE
"2702",2002-03-04,2002-03-04 15:00:00,"N",36.6,0.12,0.03,0.03,0.2,NA,0.25,4.5,1.5,1.54,0.29,0.003,0.1,16.8,0,TRUE
"2703",2002-03-11,2002-03-11 16:40:00,"N",25.1,0.32,0.07,0.04,0.41,NA,0.29,4.59,1.33,2.19,0.71,0.005,0.1,17.1,0,TRUE
"2704",2002-03-18,2002-03-18 15:55:00,"N",4.3,NA,NA,NA,NA,NA,NA,3.87,NA,NA,NA,NA,NA,108.2,6,FALSE
"2705",2002-03-25,2002-03-25 15:30:00,"N",39.9,0.06,0.02,0.02,0.15,NA,0.12,4.66,0.9,1.03,0.22,0.003,0.05,11.6,0,TRUE
"2706",2002-04-02,2002-04-02 12:30:00,"N",67.8,0.07,0.02,0.02,0.08,NA,0.3,4.44,1.55,1.38,0.16,0.008,0.05,17.4,0,TRUE
"2707",2002-04-08,2002-04-08 12:05:00,"N",15.5,0.57,0.08,0.06,0.15,NA,0.9,4.04,4.52,5.21,0.26,0.006,0.1,48.1,0,TRUE
"2708",2002-04-14,2002-04-14 19:30:00,"N",72.1,0.07,0.02,0.02,0.08,NA,0.3,4.44,1.76,1.42,0.13,0.005,0.05,18.2,0,TRUE
"2709",2002-04-24,2002-04-24 18:40:00,"N",27.7,0.1,0.02,0.04,0.03,NA,0.09,4.78,0.81,0.75,0.05,0.012,0.05,8.8,0,TRUE
"2710",2002-04-30,2002-04-30 18:45:00,"N",30,0.11,0.02,0.03,0.03,NA,0.19,4.62,0.97,1.15,0.09,0.007,0.05,12,0,TRUE
"2711",2002-05-06,2002-05-06 16:45:00,"N",26,0.05,0.005,0.02,0.01,NA,0.29,4.57,1.4,0.9,0.03,0.005,0.05,13.8,0,TRUE
"2712",2002-05-16,2002-05-16 12:35:00,"N",69,0.09,0.02,0.07,0.02,NA,0.14,4.78,0.62,0.86,0.05,0.009,0.05,8.4,0,TRUE
"2713",2002-05-20,2002-05-20 12:35:00,"N",16,0.07,0.02,0.1,0.01,NA,0.15,4.8,0.59,0.62,0.02,0.017,0.05,7.8,0,TRUE
"2714",2002-05-27,2002-05-27 16:25:00,"N",2.3,NA,NA,NA,NA,NA,NA,4.84,NA,NA,NA,NA,NA,11,6,FALSE
"2715",2002-06-03,2002-06-03 15:25:00,"N",29.9,0.15,0.06,0.34,0.1,NA,0.55,4.3,3.27,2.09,0.17,0.046,0.05,26.7,0,TRUE
"2716",2002-06-09,2002-06-09 21:25:00,"N",13.2,0.12,0.02,0.09,0.05,NA,0.37,4.32,2.19,2.34,0.11,0.008,0.05,24.1,0,TRUE
"2717",2002-06-17,2002-06-17 15:15:00,"N",61,0.08,0.01,0.04,0.02,NA,0.36,4.42,2.03,1.21,0.06,0.005,0.05,18,2,TRUE
"2718",2002-06-24,2002-06-24 15:20:00,"N",27.7,0.11,0.02,0.08,0.02,NA,0.71,4.33,3.28,1.78,0.08,0.015,0.05,26,2,TRUE
"2719",2002-07-01,2002-07-01 15:30:00,"N",17.5,0.18,0.03,0.05,0.02,NA,0.37,4.13,3.27,2.73,0.11,0.027,0.05,36.1,0,TRUE
"2720",2002-07-08,2002-07-08 16:00:00,"N",3.8,0.78,0.11,0.17,0.06,NA,0.005,4.5,2.01,2.17,0.13,0.011,0.1,19.1,2,TRUE
"2721",2002-07-15,2002-07-15 14:40:00,"N",26.7,0.07,0.01,0.03,0.02,NA,0.16,4.9,0.63,0.6,0.05,0.008,0.05,7,0,TRUE
"2722",2002-07-22,2002-07-22 16:00:00,"N",10.2,0.36,0.04,0.05,0.02,NA,0.61,4.54,2.37,1.8,0.04,0.008,0.05,19.5,0,TRUE
"2723",2002-07-29,2002-07-29 14:10:00,"N",12.7,0.11,0.04,0.06,0.2,NA,0.42,4,5.11,2.41,0.19,0.019,0.05,46.5,0,TRUE
"2724",2002-08-05,2002-08-05 15:00:00,"N",4.3,0.43,0.08,0.13,0.07,NA,0.03,4.38,1.5,1.92,0.16,0.009,0.05,20,6,TRUE
"2725",2002-08-12,2002-08-12 16:45:00,"N",4.3,0.21,0.03,0.06,0.02,NA,0.04,4.57,1.13,0.77,0.06,0.014,0.05,13.5,6,TRUE
"2726",2002-08-19,2002-08-19 13:05:00,"N",3.8,0.32,0.06,0.13,0.07,NA,0.23,3.87,5.7,2.73,0.18,0.039,0.1,61,0,TRUE
"2727",2002-08-26,2002-08-26 14:30:00,"N",19.3,0.08,0.01,0.02,0.03,NA,0.07,4.43,1.38,1.17,0.07,0.005,0.05,16.8,0,TRUE
"2728",2002-09-03,2002-09-03 15:45:00,"N",20,0.03,0.05,0.05,0.4,NA,0.005,4.98,0.33,0.26,0.73,0.004,0.05,7.3,0,TRUE
"2729",2002-09-17,2002-09-17 11:35:00,"N",85.3,0.03,0.005,0.05,0.01,NA,0.14,4.68,0.94,0.44,0.02,0.005,0.05,9.5,0,TRUE
"2730",2002-09-23,2002-09-23 19:30:00,"N",5.3,0.06,0.02,0.1,0.09,NA,0.09,4.3,1.69,0.89,0.18,0.07,0.05,20.5,0,TRUE
"2731",2002-09-30,2002-09-30 16:10:00,"N",37.1,0.01,0.005,0.01,0.02,NA,0.03,4.8,0.32,0.36,0.07,0.003,0.05,6.2,0,TRUE
"2732",2002-10-08,2002-10-08 12:45:00,"N",22.6,0.1,0.04,0.13,0.29,NA,0.67,4.06,4.34,2.09,0.56,0.088,0.05,40.6,0,TRUE
"2733",2002-10-15,2002-10-15 14:55:00,"N",23.1,0.1,0.05,0.04,0.35,NA,0.25,4.15,1.8,3.19,0.56,0.005,0.05,30.1,0,TRUE
"2734",2002-10-21,2002-10-21 19:05:00,"N",35.1,0.08,0.01,0.02,0.05,NA,0.17,4.52,1,1.24,0.13,0.005,0.05,13.8,0,TRUE
"2735",2002-10-28,2002-10-28 17:30:00,"N",31.2,0.04,0.01,0.51,0.02,NA,0.005,4.8,0.44,0.02,0.07,0.031,0.05,7.1,0,TRUE
"2736",2002-11-04,2002-11-04 14:30:00,"N",7.1,0.07,0.01,0.24,0.02,NA,0.25,4.59,1.23,1.43,0.07,0.007,0.1,13.5,0,TRUE
"2737",2002-11-12,2002-11-12 14:20:00,"N",49,0.05,0.01,0.04,0.06,NA,0.18,4.5,1.11,1.28,0.13,0.005,0.1,14.4,0,TRUE
"2738",2002-11-19,2002-11-19 13:30:00,"N",61,0.01,0.005,0.01,0.005,NA,0.03,4.93,0.29,0.44,0.005,5e-04,0.05,4.7,0,TRUE
"2739",2002-11-25,2002-11-25 15:45:00,"N",25.9,0.02,0.005,0.07,0.02,NA,0.12,4.55,0.65,1.35,0.07,0.003,0.05,12.2,0,TRUE
"2740",2002-12-02,2002-12-02 16:20:00,"N",9.9,0.14,0.02,0.38,0.07,NA,0.44,4.48,1.09,3.1,0.17,0.011,0.05,17.7,0,TRUE
"2741",2002-12-09,2002-12-09 15:30:00,"N",7.1,NA,NA,NA,NA,NA,NA,4.35,NA,NA,NA,NA,NA,22.9,6,FALSE
"2742",2002-12-17,2002-12-17 15:30:00,"N",31.5,0.02,0.005,0.02,0.02,NA,0.06,4.97,0.29,0.42,0.04,0.002,0.05,4.7,0,TRUE
"2743",2002-12-23,2002-12-23 15:00:00,"N",18.3,0.03,0.01,0.02,0.03,NA,0.09,4.46,1.08,1.11,0.07,0.002,0.05,14.6,0,TRUE
"2744",2002-12-30,2002-12-30 16:05:00,"N",35.1,0.08,0.01,0.02,0.032,NA,0.06,5.2,0.26,0.42,0.05,0.004,0.05,3.7,0,TRUE
"2745",2003-01-06,2003-01-06 16:50:00,"N",36.3,0.02,0.01,0.01,0.11,NA,0.09,4.57,0.81,0.91,0.2,0.004,0.05,11.9,0,TRUE
"2746",2003-01-13,2003-01-13 17:05:00,"N",11.8,0.01,0.005,0.1,0.03,NA,0.06,4.6,0.26,1.57,0.06,0.004,0.05,11.2,0,TRUE
"2747",2003-01-20,2003-01-20 15:45:00,"N",3.6,NA,NA,NA,NA,NA,NA,4.12,NA,NA,NA,NA,NA,36.6,6,FALSE
"2748",2003-01-27,2003-01-27 14:45:00,"N",2.8,0.2,0.04,0.89,0.43,NA,0.11,4.32,0.63,4.79,0.81,0.011,0.05,26.7,6,TRUE
"2749",2003-02-03,2003-02-03 16:05:00,"N",4.8,0.04,0.01,0.06,0.17,NA,0.07,4.7,0.46,1.13,0.21,0.003,0.05,9.5,0,TRUE
"2750",2003-02-11,2003-02-11 13:40:00,"N",22.6,0.08,0.02,0.03,0.21,NA,0.27,4.35,1.46,2.14,0.38,0.007,0.05,21.5,0,TRUE
"2751",2003-02-19,2003-02-19 20:30:00,"N",13.2,0.05,0.01,0.01,0.09,NA,0.03,4.93,0.21,0.82,0.13,0.003,0.05,6.4,0,TRUE
