Plot,Zone,Species,SppNum,Seq,Tag,Dbh,Vigor,AbvBmss,BlwBmss,TwotoTen,10Area,TwotoTenArea,ElevB,AnalysisCode
1,1,ABBA,9,1,0,16.0,5,16.19,3.20,1,625.00,0.00,H,
1,1,PIRU,10,2,0,11.5,5,9.43,1.88,1,625.00,0.00,H,
1,1,PIRU,10,3,0,24.2,4,132.89,14.95,1,625.00,0.00,H,
1,1,BEPA,11,4,0,10.3,4,27.49,2.01,1,625.00,0.00,H,
1,1,ABBA,9,5,229,15.8,0,61.94,21.94,1,625.00,0.00,H,
1,1,BEPA,11,6,230,19.0,0,179.04,38.48,1,625.00,0.00,H,
1,1,BEPA,11,7,241,15.1,0,99.94,21.93,1,625.00,0.00,H,
1,1,BEPA,11,8,242,17.6,0,147.66,31.97,1,625.00,0.00,H,
1,1,BEPA,11,9,243,22.1,0,260.63,55.17,1,625.00,0.00,H,
1,1,BEPA,11,10,244,21.4,0,240.74,51.13,1,625.00,0.00,H,
1,1,ABBA,9,11,245,17.1,0,75.44,26.09,1,625.00,0.00,H,
1,1,BEPA,11,12,246,17.9,0,154.10,33.31,1,625.00,0.00,H,
1,1,BEPA,11,13,247,15.5,0,106.87,23.40,1,625.00,0.00,H,
1,1,BEPA,11,14,248,17.9,0,154.10,33.31,1,625.00,0.00,H,
1,1,BEPA,11,15,249,21.4,0,240.74,51.13,1,625.00,0.00,H,
1,1,BEPA,11,16,250,26.2,0,394.46,81.93,1,625.00,0.00,H,
1,1,PIRU,10,17,252,18.4,0,102.09,35.30,1,625.00,0.00,H,
1,1,PIRU,10,18,253,21.3,0,139.02,47.63,1,625.00,0.00,H,
1,1,PIRU,10,19,254,33.3,0,349.03,115.76,1,625.00,0.00,H,
1,1,PIRU,10,20,255,16.2,0,77.89,27.14,1,625.00,0.00,H,
1,1,BEAL,3,21,256,27.1,0,453.96,93.64,1,625.00,0.00,H,
1,1,ABBA,9,22,257,19.1,0,99.61,33.29,1,625.00,0.00,H,
1,1,BEPA,11,23,258,15.8,0,112.24,24.53,1,625.00,0.00,H,
1,1,ABBA,9,24,259,26.5,5,61.25,9.81,1,625.00,0.00,H,
1,1,FAGR,2,25,260,28.4,0,393.74,86.77,1,625.00,0.00,H,
1,1,BEPA,11,26,261,15.4,0,105.11,23.02,1,625.00,0.00,H,
1,1,BEPA,11,27,262,17.6,0,147.66,31.97,1,625.00,0.00,H,
1,1,BEPA,11,28,263,18.1,0,158.48,34.22,1,625.00,0.00,H,
1,1,BEPA,11,29,264,18.0,0,156.29,33.76,1,625.00,0.00,H,
1,1,ABBA,9,30,4565,15.8,0,61.94,21.94,1,625.00,0.00,H,
1,1,BEAL,3,31,4566,12.4,0,58.10,12.95,1,625.00,0.00,H,
1,1,PIRU,10,32,4567,21.1,0,136.29,46.72,1,625.00,0.00,H,
1,1,ABBA,9,33,4568,13.4,0,41.25,15.33,1,625.00,0.00,H,
1,1,ABBA,9,34,4569,17.6,0,81.08,27.80,1,625.00,0.00,H,
1,1,BEPA,11,35,4570,11.9,0,53.88,12.03,1,625.00,0.00,H,
1,1,BEPA,11,36,4571,14.0,0,82.24,18.15,1,625.00,0.00,H,
1,1,PIRU,10,37,4572,14.6,5,15.80,3.11,1,625.00,0.00,H,
1,1,BEPA,11,38,4573,11.4,0,48.14,10.78,1,625.00,0.00,H,
1,1,ABBA,9,39,4574,14.5,3,50.07,18.19,1,625.00,0.00,H,
1,1,BEPA,11,40,4575,10.8,0,41.76,9.38,1,625.00,0.00,H,
1,1,ABBA,9,41,4576,18.8,3,95.71,32.15,1,625.00,0.00,H,
1,1,ABBA,9,42,4577,10.1,0,20.83,8.35,1,625.00,0.00,H,
1,1,PIRU,10,43,4578,10.9,0,33.31,11.84,1,625.00,0.00,H,
1,1,PIRU,10,44,4579,10.5,0,30.74,10.94,1,625.00,0.00,H,
1,1,ABBA,9,45,4580,11.5,0,28.44,11.02,1,625.00,0.00,H,
1,1,ABBA,9,46,4581,16.1,0,64.90,22.86,1,625.00,0.00,H,
1,1,BEPA,11,47,4582,13.6,0,76.30,16.88,1,625.00,0.00,H,
1,1,BEPA,11,48,4583,13.0,0,67.86,15.06,1,625.00,0.00,H,
1,1,ABBA,9,49,4772,13.4,0,41.25,15.33,1,625.00,0.00,H,
1,1,ABBA,9,50,4773,11.7,5,7.22,1.63,1,625.00,0.00,H,
1,1,ABBA,9,51,4774,10.2,3,21.33,8.53,1,625.00,0.00,H,
1,1,ABBA,9,52,4775,16.8,4,52.65,6.09,1,625.00,0.00,H,
1,1,ABBA,9,53,4776,13.8,0,44.33,16.34,1,625.00,0.00,H,
1,1,PIRU,10,54,4777,14.9,0,65.15,22.81,1,625.00,0.00,H,
1,1,BEPA,11,55,4778,12.6,0,62.56,13.91,1,625.00,0.00,H,
1,1,ABBA,9,56,4779,10.1,3,20.83,8.35,1,625.00,0.00,H,
1,1,BEPA,11,57,4780,10.1,0,34.99,7.89,1,625.00,0.00,H,
1,1,BEPA,11,58,4781,10.9,0,42.79,9.60,1,625.00,0.00,H,
1,1,ABBA,9,59,4782,10.7,0,23.91,9.45,1,625.00,0.00,H,
1,1,BEPA,11,60,4783,10.5,0,38.77,8.72,1,625.00,0.00,H,
1,1,ABBA,9,61,4784,11.5,4,19.81,2.67,1,625.00,0.00,H,
1,1,ABBA,9,62,4785,12.8,0,36.88,13.88,1,625.00,0.00,H,
1,1,ABBA,9,63,4786,14.1,0,46.74,17.12,1,625.00,0.00,H,
1,1,ABBA,9,64,4787,13.1,0,39.02,14.59,1,625.00,0.00,H,
1,1,BEPA,11,65,4788,13.3,0,72.01,15.95,1,625.00,0.00,H,
1,1,BEPA,11,66,4789,11.4,0,48.14,10.78,1,625.00,0.00,H,
1,1,ABBA,9,67,4790,12.3,0,33.47,12.74,1,625.00,0.00,H,
1,1,ABBA,9,68,4791,11.7,3,29.65,11.44,1,625.00,0.00,H,
1,1,BEPA,11,69,4927,15.3,0,103.37,22.65,1,625.00,0.00,H,
1,1,BEPA,11,70,4928,15.0,0,98.25,21.57,1,625.00,0.00,H,
1,1,BEPA,11,71,4929,10.3,0,36.85,8.30,1,625.00,0.00,H,
1,1,PIRU,10,72,4930,14.5,0,61.47,21.55,1,625.00,0.00,H,
1,1,BEPA,11,73,4931,10.4,0,37.80,8.51,1,625.00,0.00,H,
1,1,BEPA,11,74,4932,16.2,0,119.64,26.09,1,625.00,0.00,H,
1,1,ABBA,9,75,4933,11.5,0,28.44,11.02,1,625.00,0.00,H,
1,1,BEPA,11,76,4934,14.8,0,94.91,20.86,1,625.00,0.00,H,
1,1,BEPA,11,77,4935,14.8,0,94.91,20.86,1,625.00,0.00,H,
1,1,BEPA,11,78,4936,13.9,0,80.73,17.83,1,625.00,0.00,H,
1,1,ABBA,9,79,4937,10.2,0,21.33,8.53,1,625.00,0.00,H,
1,1,BEPA,11,80,4938,12.1,0,56.28,12.55,1,625.00,0.00,H,
1,1,BEPA,11,81,4939,14.2,0,85.31,18.81,1,625.00,0.00,H,
1,1,PIRU,10,82,4940,12.0,0,40.96,14.49,1,625.00,0.00,H,
1,1,ABBA,9,83,4941,16.5,0,69.00,24.12,1,625.00,0.00,H,
1,1,ABBA,9,84,4942,15.0,0,54.45,19.58,1,625.00,0.00,H,
1,1,BEPA,11,85,4943,14.6,0,91.65,20.16,1,625.00,0.00,H,
1,1,ABBA,9,86,7874,12.7,0,36.18,13.65,1,625.00,0.00,H,
1,1,ABBA,9,87,7875,11.4,3,27.85,10.82,1,625.00,0.00,H,
1,1,FAGR,2,88,0,2.4,0,1.32,0.40,1,0.00,75.00,H,
1,1,FAGR,2,89,0,2.7,0,1.73,0.52,1,0.00,75.00,H,
1,1,FAGR,2,90,0,7.1,0,16.84,4.53,1,0.00,75.00,H,
1,1,ABBA,9,91,0,9.7,0,18.93,7.67,1,0.00,75.00,H,
1,1,ABBA,9,92,0,3.0,4,0.78,0.18,1,0.00,75.00,H,
1,1,ABBA,9,93,0,5.6,0,5.37,2.46,1,0.00,75.00,H,
1,1,ABBA,9,94,0,9.9,0,19.87,8.01,1,0.00,75.00,H,
1,1,ABBA,9,95,0,7.2,0,9.45,4.11,1,0.00,75.00,H,
1,1,PIRU,10,96,0,2.1,0,1.08,0.38,1,0.00,75.00,H,
1,1,PIRU,10,97,0,4.3,0,4.59,1.66,1,0.00,75.00,H,
1,1,PIRU,10,98,0,4.2,0,4.37,1.58,1,0.00,75.00,H,
1,1,PIRU,10,99,0,5.8,0,8.63,3.12,1,0.00,75.00,H,
1,1,PIRU,10,100,0,6.1,3,9.60,3.47,1,0.00,75.00,H,
1,1,BEPA,11,101,0,9.8,0,32.31,7.29,1,0.00,75.00,H,
2,2,ABBA,9,102,0,16.0,5,16.19,3.20,1,625.00,0.00,H,
2,2,ABBA,9,103,0,12.8,5,9.09,1.97,1,625.00,0.00,H,
2,2,PIRU,10,104,0,15.7,5,18.47,3.61,1,625.00,0.00,H,
2,2,BEPA,11,105,0,11.8,5,13.05,1.67,1,625.00,0.00,H,
2,2,FAGR,2,106,4555,16.5,4,91.40,6.95,1,625.00,0.00,H,
2,2,PIRU,10,107,4556,38.6,3,468.70,153.64,1,625.00,0.00,H,
2,2,BEPA,11,108,4557,15.5,0,106.87,23.40,1,625.00,0.00,H,
2,2,BEAL,3,109,4558,13.3,0,70.18,15.56,1,625.00,0.00,H,
2,2,ABBA,9,110,4559,19.7,4,79.89,8.65,1,625.00,0.00,H,
2,2,ABBA,9,111,4560,22.4,4,112.10,11.50,1,625.00,0.00,H,
2,2,PIRU,10,112,4561,16.3,0,78.92,27.49,1,625.00,0.00,H,
2,2,PIRU,10,113,4562,14.8,0,64.22,22.49,1,625.00,0.00,H,
2,2,ABBA,9,114,4563,18.3,4,65.84,7.35,1,625.00,0.00,H,
2,2,ABBA,9,115,4564,14.1,5,11.66,2.43,1,625.00,0.00,H,
2,2,BEPA,11,116,4691,13.3,0,72.01,15.95,1,625.00,0.00,H,
2,2,BEPA,11,117,4692,14.3,0,86.87,19.14,1,625.00,0.00,H,
2,2,BEPA,11,118,4693,21.3,0,237.97,50.57,1,625.00,0.00,H,
2,2,FAGR,2,119,4694,19.6,4,133.17,9.96,1,625.00,0.00,H,
2,2,PIRU,10,120,4695,20.6,0,129.59,44.49,1,625.00,0.00,H,
2,2,ABBA,9,121,4696,11.5,0,28.44,11.02,1,625.00,0.00,H,
2,2,BEPA,11,122,4697,24.6,0,338.70,70.86,1,625.00,0.00,H,
2,2,BEPA,11,123,4698,21.0,0,229.76,48.89,1,625.00,0.00,H,
2,2,BEPA,11,124,4699,17.7,0,149.79,32.41,1,625.00,0.00,H,
2,2,BEPA,11,125,4700,22.5,0,272.38,57.54,1,625.00,0.00,H,
2,2,BEAL,3,126,4757,18.4,0,166.70,35.93,1,625.00,0.00,H,
2,2,ABBA,9,127,4758,14.0,0,45.93,16.85,1,625.00,0.00,H,
2,2,BEPA,11,128,4759,11.4,0,48.14,10.78,1,625.00,0.00,H,
2,2,BEPA,11,129,4760,10.4,0,37.80,8.51,1,625.00,0.00,H,
2,2,BEPA,11,130,4816,10.9,4,31.80,2.33,1,625.00,0.00,H,
2,2,BEPA,11,131,4817,12.5,0,61.27,13.63,1,625.00,0.00,H,
2,2,PIRU,10,132,4818,25.7,0,205.63,69.54,1,625.00,0.00,H,
2,2,FAGR,2,133,4819,15.9,5,28.97,3.76,1,625.00,0.00,H,
2,2,FAGR,2,134,4820,16.6,4,92.63,7.04,1,625.00,0.00,H,
2,2,PIRU,10,135,4821,14.7,0,63.29,22.17,1,625.00,0.00,H,
2,2,BEPA,11,136,4822,12.5,0,61.27,13.63,1,625.00,0.00,H,
2,2,BEPA,11,137,4823,16.3,0,121.53,26.49,1,625.00,0.00,H,
2,2,BEPA,11,138,4824,16.9,0,133.24,28.95,1,625.00,0.00,H,
2,2,BEPA,11,139,4825,10.8,0,41.76,9.38,1,625.00,0.00,H,
2,2,BEPA,11,140,4826,13.1,0,69.23,15.35,1,625.00,0.00,H,
2,2,SOAM,12,141,4827,20.0,0,222.60,24.36,1,625.00,0.00,H,
2,2,ABBA,9,142,4828,10.0,0,20.35,8.18,1,625.00,0.00,H,
2,2,PIRU,10,143,4829,16.8,4,61.38,7.10,1,625.00,0.00,H,
2,2,ABBA,9,144,4830,14.1,0,46.74,17.12,1,625.00,0.00,H,
2,2,ABBA,9,145,4831,12.7,0,36.18,13.65,1,625.00,0.00,H,
2,2,BEPA,11,146,4832,10.7,5,10.20,1.30,1,625.00,0.00,H,
2,2,BEPA,11,147,4833,12.2,4,42.40,3.11,1,625.00,0.00,H,
2,2,BEPA,11,148,4834,14.4,0,88.45,19.48,1,625.00,0.00,H,
2,2,BEPA,11,149,4835,14.6,0,91.65,20.16,1,625.00,0.00,H,
2,2,ABBA,9,150,4836,14.8,3,52.67,19.02,1,625.00,0.00,H,
2,2,ABBA,9,151,4837,11.5,4,19.81,2.67,1,625.00,0.00,H,
2,2,ABBA,9,152,4838,12.5,3,34.81,13.19,1,625.00,0.00,H,
2,2,ABBA,9,153,4839,11.2,0,26.68,10.42,1,625.00,0.00,H,
2,2,BEPA,11,154,4901,14.4,0,88.45,19.48,1,625.00,0.00,H,
2,2,BEPA,11,155,4902,13.0,0,67.86,15.06,1,625.00,0.00,H,
2,2,BEPA,11,156,4903,11.6,0,50.39,11.27,1,625.00,0.00,H,
2,2,BEPA,11,157,4904,18.0,0,156.29,33.76,1,625.00,0.00,H,
2,2,BEPA,11,158,4905,15.4,0,105.11,23.02,1,625.00,0.00,H,
2,2,BEPA,11,159,4906,16.6,0,127.31,27.71,1,625.00,0.00,H,
2,2,SOAM,12,160,4907,20.2,3,228.66,24.79,1,625.00,0.00,H,
2,2,ABBA,9,161,10468,16.0,0,63.91,22.55,1,625.00,0.00,H,
2,2,ABBA,9,162,4909,15.3,0,57.19,20.45,1,625.00,0.00,H,
2,2,PIRU,10,163,4910,16.7,0,83.10,28.90,1,625.00,0.00,H,
2,2,BEPA,11,164,4911,16.4,0,123.44,26.89,1,625.00,0.00,H,
2,2,SOAM,12,165,4912,22.9,3,320.54,30.88,1,625.00,0.00,H,
2,2,ABBA,9,166,4913,18.0,5,22.02,4.15,1,625.00,0.00,H,
2,2,SOAM,12,167,4914,18.2,3,172.52,20.62,1,625.00,0.00,H,
2,2,BEAL,3,168,4915,12.2,0,55.61,12.40,1,625.00,0.00,H,
2,2,BEPA,11,169,4916,15.6,0,108.64,23.77,1,625.00,0.00,H,
2,2,BEPA,11,170,4917,17.5,0,145.55,31.53,1,625.00,0.00,H,
2,2,BEPA,11,171,4918,12.0,0,55.07,12.29,1,625.00,0.00,H,
2,2,ABBA,9,172,4919,18.9,0,97.00,32.53,1,625.00,0.00,H,
2,2,BEPA,11,173,4920,29.5,0,523.78,107.26,1,625.00,0.00,H,
2,2,PIRU,10,174,4921,12.5,0,44.71,15.79,1,625.00,0.00,H,
2,2,ABBA,9,175,4922,10.9,4,17.29,2.38,1,625.00,0.00,H,
2,2,ABBA,9,176,4923,15.6,4,43.41,5.17,1,625.00,0.00,H,
2,2,ABBA,9,177,4924,30.0,4,243.92,22.12,1,625.00,0.00,H,
2,2,ABBA,9,178,4925,11.0,0,25.55,10.02,1,625.00,0.00,H,
2,2,BEPA,11,179,4926,10.3,0,36.85,8.30,1,625.00,0.00,H,
2,2,BEPA,11,180,4951,20.2,0,207.44,44.33,1,625.00,0.00,H,I
2,2,FAGR,2,181,0,3.4,0,2.96,0.87,1,0.00,77.40,H,
2,2,BEAL,3,182,0,6.7,0,10.91,2.50,1,0.00,77.40,H,
2,2,ABBA,9,183,0,6.7,0,8.03,3.54,1,0.00,77.40,H,
2,2,ABBA,9,184,0,4.6,0,3.50,1.66,1,0.00,77.40,H,
2,2,ABBA,9,185,0,4.8,0,3.83,1.80,1,0.00,77.40,H,
2,2,PIRU,10,186,0,3.7,0,3.36,1.22,1,0.00,77.40,H,
2,2,PIRU,10,187,0,3.1,0,2.34,0.84,1,0.00,77.40,H,
2,2,PIRU,10,188,0,8.2,0,18.07,6.48,1,0.00,77.40,H,
2,2,BEPA,11,189,0,9.2,0,27.32,6.19,1,0.00,77.40,H,
2,2,BEPA,11,190,0,8.1,0,19.47,4.43,1,0.00,77.40,H,
3,2,BEAL,3,191,0,13.6,5,18.19,2.34,1,625.00,0.00,H,
3,2,ACPE,6,192,0,12.4,5,11.85,1.47,1,625.00,0.00,H,
3,2,BEAL,3,193,4671,11.3,0,45.19,10.13,1,625.00,0.00,H,
3,2,BEAL,3,194,4672,11.4,0,46.28,10.37,1,625.00,0.00,H,
3,2,PIRU,10,195,4673,34.4,0,372.59,123.26,1,625.00,0.00,H,
3,2,PIRU,10,196,4674,27.5,0,236.43,79.56,1,625.00,0.00,H,
3,2,ABBA,9,197,4675,10.6,0,23.38,9.26,1,625.00,0.00,H,
3,2,ABBA,9,198,4676,10.4,0,22.34,8.89,1,625.00,0.00,H,
3,2,BEPA,11,199,4677,20.8,0,224.37,47.79,1,625.00,0.00,H,
3,2,BEPA,11,200,4678,17.4,0,143.46,31.09,1,625.00,0.00,H,
3,2,BEPA,11,201,4679,10.5,0,38.77,8.72,1,625.00,0.00,H,
3,2,FAGR,2,202,4680,20.0,0,184.38,42.83,1,625.00,0.00,H,
3,2,FAGR,2,203,4681,24.0,0,274.77,62.11,1,625.00,0.00,H,
3,2,ABBA,9,204,4682,10.5,0,22.86,9.07,1,625.00,0.00,H,
3,2,ABBA,9,205,4683,11.1,0,26.11,10.22,1,625.00,0.00,H,
3,2,FAGR,2,206,4684,31.6,0,492.43,106.78,1,625.00,0.00,H,
3,2,FAGR,2,207,4685,17.0,3,128.25,30.52,1,625.00,0.00,H,
3,2,FAGR,2,208,4686,24.8,0,294.91,66.33,1,625.00,0.00,H,
3,2,FAGR,2,209,4687,11.9,0,56.67,14.20,1,625.00,0.00,H,
3,2,FAGR,2,210,4688,12.5,0,63.51,15.81,1,625.00,0.00,H,
3,2,FAGR,2,211,4689,14.4,0,87.96,21.45,1,625.00,0.00,H,
3,2,ABBA,9,212,4690,12.0,0,31.52,12.08,1,625.00,0.00,H,
3,2,BEPA,11,213,4735,13.1,0,69.23,15.35,1,625.00,0.00,H,
3,2,FAGR,2,214,4736,13.8,3,79.79,19.58,1,625.00,0.00,H,
3,2,BEPA,11,215,4737,12.7,0,63.86,14.19,1,625.00,0.00,H,
3,2,BEPA,11,216,4738,14.2,0,85.31,18.81,1,625.00,0.00,H,
3,2,BEPA,11,217,4739,16.6,0,127.31,27.71,1,625.00,0.00,H,
3,2,BEPA,11,218,4740,16.8,0,131.24,28.53,1,625.00,0.00,H,
3,2,BEPA,11,219,4741,16.5,0,125.36,27.30,1,625.00,0.00,H,
3,2,FAGR,2,220,4742,16.3,0,116.63,27.93,1,625.00,0.00,H,
3,2,BEPA,11,221,4743,19.5,0,191.07,40.96,1,625.00,0.00,H,
3,2,FAGR,2,222,4744,25.6,0,315.72,70.67,1,625.00,0.00,H,
3,2,FAGR,2,223,4745,17.3,0,133.40,31.66,1,625.00,0.00,H,
3,2,FAGR,2,224,4746,21.2,4,157.68,11.71,1,625.00,0.00,H,
3,2,FAGR,2,225,4747,16.3,0,116.63,27.93,1,625.00,0.00,H,
3,2,FAGR,2,226,4748,10.2,0,39.56,10.13,1,625.00,0.00,H,
3,2,FAGR,2,227,4749,16.8,0,124.87,29.77,1,625.00,0.00,H,
3,2,ABBA,9,228,4750,10.5,0,22.86,9.07,1,625.00,0.00,H,
3,2,FAGR,2,229,4751,14.7,3,92.21,22.42,1,625.00,0.00,H,
3,2,BEAL,3,230,4752,17.0,3,135.24,29.37,1,625.00,0.00,H,
3,2,PIRU,10,231,4753,25.0,0,194.20,65.80,1,625.00,0.00,H,
3,2,ABBA,9,232,4754,10.0,0,20.35,8.18,1,625.00,0.00,H,
3,2,ABBA,9,233,4755,24.1,0,179.99,55.81,1,625.00,0.00,H,
3,2,ABBA,9,234,4756,26.2,0,223.12,67.28,1,625.00,0.00,H,
3,2,BEAL,3,235,4840,40.1,0,1197.09,233.81,1,625.00,0.00,H,
3,2,ABBA,9,236,4841,23.9,0,176.19,54.78,1,625.00,0.00,H,
3,2,PIRU,10,237,4842,19.5,5,29.30,5.65,1,625.00,0.00,H,
3,2,PIRU,10,238,4843,14.0,5,14.44,2.85,1,625.00,0.00,H,
3,2,ABBA,9,239,4844,34.3,0,449.20,123.41,1,625.00,0.00,H,
3,2,ABBA,9,240,4845,14.1,0,46.74,17.12,1,625.00,0.00,H,
3,2,BEPA,11,241,4892,29.0,0,502.94,103.21,1,625.00,0.00,H,
3,2,BEPA,11,242,4893,20.7,0,221.71,47.25,1,625.00,0.00,H,
3,2,PIRU,10,243,4894,10.8,0,32.66,11.61,1,625.00,0.00,H,
3,2,BEPA,11,244,4895,19.6,0,193.53,41.47,1,625.00,0.00,H,
3,2,BEPA,11,245,4896,17.3,0,141.38,30.66,1,625.00,0.00,H,
3,2,BEPA,11,246,4897,20.5,0,216.43,46.17,1,625.00,0.00,H,
3,2,BEPA,11,247,4898,21.5,0,243.53,51.70,1,625.00,0.00,H,
3,2,BEPA,11,248,4899,21.6,0,246.33,52.27,1,625.00,0.00,H,
3,2,BEPA,11,249,4900,17.0,0,135.25,29.37,1,625.00,0.00,H,
3,2,FAGR,2,250,0,2.7,0,1.73,0.52,1,0.00,73.20,H,
3,2,FAGR,2,251,0,2.7,0,1.73,0.52,1,0.00,73.20,H,
3,2,FAGR,2,252,0,6.8,0,15.21,4.11,1,0.00,73.20,H,
3,2,FAGR,2,253,0,3.1,0,2.39,0.71,1,0.00,73.20,H,
3,2,FAGR,2,254,0,9.7,0,35.16,9.07,1,0.00,73.20,H,
3,2,ACPE,6,255,0,6.2,0,9.63,2.88,1,0.00,73.20,H,
3,2,ACPE,6,256,0,5.9,4,6.10,0.64,1,0.00,73.20,H,
3,2,ACPE,6,257,0,5.5,4,5.14,0.56,1,0.00,73.20,H,
3,2,ABBA,9,258,0,9.8,0,19.39,7.84,1,0.00,73.20,H,
3,2,ABBA,9,259,0,2.7,0,1.16,0.59,1,0.00,73.20,H,
4,2,ACPE,6,260,0,12.3,5,11.62,1.45,1,625.00,0.00,H,
4,2,BEPA,11,261,0,10.1,5,8.81,1.12,1,625.00,0.00,H,
4,2,BEPA,11,262,4731,18.0,0,156.29,33.76,1,625.00,0.00,H,
4,2,BEAL,3,263,4732,26.0,0,408.60,84.72,1,625.00,0.00,H,
4,2,FAGR,2,264,4733,10.7,0,44.24,11.26,1,625.00,0.00,H,
4,2,PIRU,10,265,4734,21.4,0,140.39,48.08,1,625.00,0.00,H,
4,2,BEPA,11,266,4849,19.3,0,186.21,39.96,1,625.00,0.00,H,
4,2,BEPA,11,267,4850,20.8,0,224.37,47.79,1,625.00,0.00,H,
4,2,BEPA,11,268,4851,19.9,0,201.00,43.01,1,625.00,0.00,H,
4,2,BEPA,11,269,4852,10.1,0,34.99,7.89,1,625.00,0.00,H,
4,2,BEPA,11,270,4853,14.7,0,93.27,20.51,1,625.00,0.00,H,
4,2,BEPA,11,271,4854,14.9,0,96.57,21.21,1,625.00,0.00,H,
4,2,BEPA,11,272,4855,15.5,0,106.87,23.40,1,625.00,0.00,H,
4,2,BEPA,11,273,4856,17.5,0,145.55,31.53,1,625.00,0.00,H,
4,2,BEPA,11,274,4857,11.2,0,45.95,10.30,1,625.00,0.00,H,
4,2,BEPA,11,275,4858,20.1,0,206.07,44.05,1,625.00,0.00,H,
4,2,ABBA,9,276,4859,20.6,0,120.61,39.36,1,625.00,0.00,H,
4,2,BEPA,11,277,4860,23.2,0,293.62,61.83,1,625.00,0.00,H,
4,2,BEPA,11,278,4861,12.2,0,57.50,12.82,1,625.00,0.00,H,
4,2,BEPA,11,279,4862,17.1,0,137.27,29.80,1,625.00,0.00,H,
4,2,BEPA,11,280,4863,25.1,0,355.64,74.23,1,625.00,0.00,H,
4,2,BEPA,11,281,4864,28.4,0,478.52,98.45,1,625.00,0.00,H,
4,2,BEPA,11,282,4865,20.4,0,213.81,45.63,1,625.00,0.00,H,
4,2,PIRU,10,283,4866,18.3,0,100.92,34.91,1,625.00,0.00,H,
4,2,BEPA,11,284,4867,14.3,3,86.87,19.14,1,625.00,0.00,H,
4,2,BEAL,3,285,4869,17.0,5,32.07,4.17,1,625.00,0.00,H,
4,2,BEPA,11,286,4870,20.6,0,219.06,46.71,1,625.00,0.00,H,
4,2,BEPA,11,287,4871,25.6,0,373.02,77.68,1,625.00,0.00,H,
4,2,BEPA,11,288,4872,12.4,0,60.00,13.36,1,625.00,0.00,H,
4,2,BEPA,11,289,4873,17.7,0,149.79,32.41,1,625.00,0.00,H,
4,2,BEPA,11,290,4874,23.4,0,299.85,63.08,1,625.00,0.00,H,
4,2,BEPA,11,291,4875,16.9,0,133.24,28.95,1,625.00,0.00,H,
4,2,BEPA,11,292,4876,10.9,0,42.79,9.60,1,625.00,0.00,H,
4,2,PIRU,10,293,4877,10.5,0,30.74,10.94,1,625.00,0.00,H,
4,2,BEPA,11,294,4878,15.0,0,98.25,21.57,1,625.00,0.00,H,
4,2,BEPA,11,295,4879,22.7,0,278.36,58.75,1,625.00,0.00,H,
4,2,BEPA,11,296,4880,12.7,0,63.86,14.19,1,625.00,0.00,H,
4,2,ABBA,9,297,4881,11.9,0,30.89,11.86,1,625.00,0.00,H,
4,2,BEPA,11,298,4882,19.4,0,188.63,40.46,1,625.00,0.00,H,
4,2,ABBA,9,299,4883,14.8,0,52.67,19.02,1,625.00,0.00,H,
4,2,BEAL,3,300,4884,25.6,0,392.76,81.60,1,625.00,0.00,H,
4,2,ABBA,9,301,4885,17.4,0,78.80,27.11,1,625.00,0.00,H,
4,2,BEPA,11,302,4886,30.2,0,553.69,113.06,1,625.00,0.00,H,
4,2,BEPA,11,303,4887,27.4,0,439.25,90.76,1,625.00,0.00,H,
4,2,PIRU,10,304,4888,42.0,0,553.32,180.14,1,625.00,0.00,H,
4,2,ABBA,9,305,4889,32.5,0,390.19,109.26,1,625.00,0.00,H,
4,2,ABBA,9,306,4890,24.7,0,191.72,58.96,1,625.00,0.00,H,
4,2,BEAL,3,307,4891,12.6,0,60.67,13.50,1,625.00,0.00,H,
4,2,FAGR,2,308,0,6.7,0,14.68,3.98,1,0.00,71.40,H,
4,2,BEAL,3,309,0,4.1,0,2.90,0.66,1,0.00,71.40,H,
4,2,ABBA,9,310,0,3.8,0,2.33,1.14,1,0.00,71.40,H,
4,2,PIRU,10,311,0,2.3,0,1.29,0.46,1,0.00,71.40,H,
4,2,PIRU,10,312,0,6.0,0,9.27,3.35,1,0.00,71.40,H,
5,2,BEPA,11,313,265,24.2,0,325.47,68.21,1,625.00,0.00,H,
5,2,BEPA,11,314,266,31.0,0,588.94,119.86,1,625.00,0.00,H,
5,2,BEPA,11,315,267,32.9,0,677.23,136.79,1,625.00,0.00,H,
5,2,ABBA,9,316,268,34.9,0,470.05,128.35,1,625.00,0.00,H,
5,2,BEAL,3,317,269,21.4,4,173.63,12.74,1,625.00,0.00,H,
5,2,BEPA,11,318,270,34.1,0,736.31,148.03,1,625.00,0.00,H,
5,2,FAGR,2,319,271,23.6,0,264.95,60.04,1,625.00,0.00,H,
5,2,FAGR,2,320,272,28.2,0,387.90,85.57,1,625.00,0.00,H,
5,2,BEPA,11,321,273,27.1,0,427.81,88.51,1,625.00,0.00,H,
5,2,BEPA,11,322,274,28.7,0,490.65,100.81,1,625.00,0.00,H,
5,2,BEPA,11,323,275,28.5,0,482.55,99.23,1,625.00,0.00,H,
5,2,BEPA,11,324,276,35.8,0,824.39,164.68,1,625.00,0.00,H,
5,2,BEPA,11,325,277,33.0,0,682.06,137.71,1,625.00,0.00,H,
