Plot,Zone,Species,SppNum,Seq,Tag,Dbh,Vigor,AbvBmss,BlwBmss,TwotoTen,10Area,TwotoTenArea
1,1,FAGR,2,1,0,26.6,0,333.61,74.39,1,625.00,0.00
1,1,BEAL,3,2,0,38.8,4,525.26,50.11,1,625.00,0.00
1,1,BEAL,3,3,0,27.7,0,452.48,93.35,1,625.00,0.00
1,1,BEAL,3,4,0,18.5,0,158.45,34.21,1,625.00,0.00
1,1,ABBA,9,5,0,15.8,0,56.70,20.29,1,625.00,0.00
1,1,ABBA,9,6,0,13.8,0,40.35,15.03,1,625.00,0.00
1,1,ABBA,9,7,0,11.6,0,26.21,10.25,1,625.00,0.00
1,1,ABBA,9,8,0,15.7,0,55.80,20.01,1,625.00,0.00
1,1,ABBA,9,9,0,16.2,0,60.40,21.46,1,625.00,0.00
1,1,ABBA,9,10,0,17.0,4,36.84,5.79,1,625.00,0.00
1,1,ABBA,9,11,0,12.1,0,29.09,11.25,1,625.00,0.00
1,1,ABBA,9,12,0,33.5,5,107.47,15.73,1,625.00,0.00
1,1,ABBA,9,13,0,19.0,0,90.65,30.65,1,625.00,0.00
1,1,ABBA,9,14,0,18.7,4,47.46,7.17,1,625.00,0.00
1,1,ABBA,9,15,0,15.4,0,53.15,19.17,1,625.00,0.00
1,1,ABBA,9,16,0,10.2,0,19.13,7.74,1,625.00,0.00
1,1,ABBA,9,17,0,11.9,0,27.92,10.84,1,625.00,0.00
1,1,ABBA,9,18,0,12.9,0,34.10,12.95,1,625.00,0.00
1,1,ABBA,9,19,0,10.5,0,20.53,8.24,1,625.00,0.00
1,1,ABBA,9,20,0,14.2,0,43.34,16.01,1,625.00,0.00
1,1,ABBA,9,21,0,12.8,0,33.45,12.73,1,625.00,0.00
1,1,ABBA,9,22,0,10.2,0,19.13,7.74,1,625.00,0.00
1,1,ABBA,9,23,0,11.5,0,25.66,10.06,1,625.00,0.00
1,1,ABBA,9,24,0,14.9,0,48.91,17.81,1,625.00,0.00
1,1,ABBA,9,25,0,14.0,0,41.83,15.51,1,625.00,0.00
1,1,ABBA,9,26,0,11.2,0,24.04,9.49,1,625.00,0.00
1,1,ABBA,9,27,0,11.0,0,23.00,9.12,1,625.00,0.00
1,1,ABBA,9,28,0,17.0,0,68.26,23.89,1,625.00,0.00
1,1,ABBA,9,29,0,21.7,0,127.55,41.33,1,625.00,0.00
1,1,ABBA,9,30,0,11.6,0,26.21,10.25,1,625.00,0.00
1,1,ABBA,9,31,0,10.1,0,18.67,7.57,1,625.00,0.00
1,1,ABBA,9,32,0,10.7,0,21.50,8.59,1,625.00,0.00
1,1,ABBA,9,33,0,14.8,5,12.01,2.49,1,625.00,0.00
1,1,ABBA,9,34,0,11.5,0,25.66,10.06,1,625.00,0.00
1,1,ABBA,9,35,0,23.6,4,88.45,12.11,1,625.00,0.00
1,1,ABBA,9,36,0,12.3,0,30.30,11.66,1,625.00,0.00
1,1,ABBA,9,37,0,14.6,0,46.47,17.03,1,625.00,0.00
1,1,PIRU,10,38,0,16.2,0,70.35,24.57,1,625.00,0.00
1,1,PIRU,10,39,0,20.9,0,120.02,41.30,1,625.00,0.00
1,1,PIRU,10,40,0,14.0,0,51.65,18.18,1,625.00,0.00
1,1,PIRU,10,41,0,20.3,0,112.96,38.94,1,625.00,0.00
1,1,PIRU,10,42,0,14.7,4,30.86,4.88,1,625.00,0.00
1,1,PIRU,10,43,0,31.4,0,276.00,92.35,1,625.00,0.00
1,1,PIRU,10,44,0,11.7,0,35.27,12.52,1,625.00,0.00
1,1,PIRU,10,45,0,24.5,4,90.72,13.77,1,625.00,0.00
1,1,PIRU,10,46,0,13.6,0,48.57,17.12,1,625.00,0.00
1,1,PIRU,10,47,0,12.0,0,37.22,13.19,1,625.00,0.00
1,1,BEPA,11,48,0,17.2,0,132.86,28.87,1,625.00,0.00
1,1,BEPA,11,49,0,17.9,0,146.46,31.72,1,625.00,0.00
1,1,BEPA,11,50,0,14.5,0,87.09,19.19,1,625.00,0.00
1,1,BEPA,11,51,0,13.8,0,76.94,17.01,1,625.00,0.00
1,1,BEPA,11,52,0,12.3,0,57.53,12.82,1,625.00,0.00
1,1,BEPA,11,53,0,11.0,0,43.26,9.71,1,625.00,0.00
1,1,BEPA,11,54,0,10.3,0,36.53,8.23,1,625.00,0.00
1,1,BEPA,11,55,0,14.0,0,79.77,17.62,1,625.00,0.00
1,1,BEPA,11,56,0,14.3,0,84.12,18.55,1,625.00,0.00
1,1,BEPA,11,57,0,12.0,0,54.03,12.06,1,625.00,0.00
1,1,BEPA,11,58,0,14.2,0,82.65,18.24,1,625.00,0.00
1,1,BEPA,11,59,0,18.2,0,152.51,32.98,1,625.00,0.00
1,1,BEPA,11,60,0,14.8,0,91.65,20.16,1,625.00,0.00
1,1,BEPA,11,61,0,15.1,0,96.35,21.16,1,625.00,0.00
1,1,BEPA,11,62,0,14.5,0,87.09,19.19,1,625.00,0.00
1,1,BEPA,11,63,0,20.6,0,205.63,43.96,1,625.00,0.00
1,1,BEPA,11,64,0,24.7,0,315.93,66.31,1,625.00,0.00
1,1,BEPA,11,65,0,21.2,0,220.23,46.95,1,625.00,0.00
1,1,BEPA,11,66,0,19.0,0,169.28,36.46,1,625.00,0.00
1,1,BEPA,11,67,0,13.4,0,71.45,15.83,1,625.00,0.00
1,1,BEPA,11,68,0,17.6,0,140.54,30.48,1,625.00,0.00
1,1,BEPA,11,69,0,11.5,0,48.48,10.85,1,625.00,0.00
1,1,BEPA,11,70,0,13.7,0,75.54,16.71,1,625.00,0.00
1,1,BEPA,11,71,0,13.6,0,74.17,16.42,1,625.00,0.00
1,1,BEPA,11,72,0,12.0,0,54.03,12.06,1,625.00,0.00
1,1,BEPA,11,73,0,21.0,0,215.31,45.94,1,625.00,0.00
1,1,BEPA,11,74,0,15.3,0,99.55,21.84,1,625.00,0.00
1,1,BEPA,11,75,0,17.5,0,138.60,30.07,1,625.00,0.00
1,1,BEPA,11,76,0,12.2,0,56.35,12.57,1,625.00,0.00
1,1,BEPA,11,77,0,10.5,0,38.39,8.64,1,625.00,0.00
1,1,BEPA,11,78,0,12.9,0,64.91,14.42,1,625.00,0.00
1,1,BEPA,11,79,0,10.0,0,33.85,7.64,1,625.00,0.00
1,1,BEPA,11,80,0,13.3,0,70.12,15.55,1,625.00,0.00
1,1,BEPA,11,81,0,17.7,0,142.50,30.89,1,625.00,0.00
1,1,BEPA,11,82,0,17.2,0,132.86,28.87,1,625.00,0.00
1,1,BEPA,11,83,0,10.1,0,34.73,7.83,1,625.00,0.00
1,1,BEPA,11,84,0,11.1,3,44.28,9.93,1,625.00,0.00
1,1,SOAM,12,85,0,16.5,0,132.04,17.28,1,625.00,0.00
1,1,SOAM,12,86,0,11.0,4,21.68,2.01,1,625.00,0.00
1,1,FAGR,2,87,0,6.2,0,12.22,3.34,1,0.00,75.00
1,1,ABBA,9,88,0,8.2,0,11.31,4.83,1,0.00,75.00
1,1,ABBA,9,89,0,6.2,0,5.87,2.66,1,0.00,75.00
1,1,ABBA,9,90,0,4.9,0,3.44,1.63,1,0.00,75.00
1,1,ABBA,9,91,0,2.9,0,1.11,0.57,1,0.00,75.00
1,1,PIRU,10,92,0,2.1,0,1.02,0.36,1,0.00,75.00
1,1,PIRU,10,93,0,3.1,0,2.19,0.79,1,0.00,75.00
1,1,PIRU,10,94,0,4.5,0,4.69,1.70,1,0.00,75.00
1,1,BEPA,11,95,0,8.5,0,22.19,5.04,1,0.00,75.00
2,1,FAGR,2,96,0,19.8,0,176.87,41.20,1,625.00,0.00
2,1,FAGR,2,97,0,16.4,5,30.56,3.96,1,625.00,0.00
2,1,FAGR,2,98,0,16.8,5,32.19,4.17,1,625.00,0.00
2,1,FAGR,2,99,0,16.1,0,111.78,26.84,1,625.00,0.00
2,1,BEAL,3,100,0,10.4,0,33.66,7.59,1,625.00,0.00
2,1,ABBA,9,101,0,21.9,4,72.38,10.23,1,625.00,0.00
2,1,ABBA,9,102,0,17.4,4,39.19,6.10,1,625.00,0.00
2,1,ABBA,9,103,0,14.5,4,24.19,4.07,1,625.00,0.00
2,1,ABBA,9,104,0,12.8,0,33.45,12.73,1,625.00,0.00
2,1,ABBA,9,105,0,20.1,0,104.72,34.78,1,625.00,0.00
2,1,ABBA,9,106,0,14.1,0,42.58,15.76,1,625.00,0.00
2,1,ABBA,9,107,0,12.5,4,16.39,2.93,1,625.00,0.00
2,1,ABBA,9,108,0,11.2,0,24.04,9.49,1,625.00,0.00
2,1,ABBA,9,109,0,15.9,0,57.61,20.58,1,625.00,0.00
2,1,ABBA,9,110,0,30.0,0,296.41,86.09,1,625.00,0.00
2,1,ABBA,9,111,0,18.1,0,80.07,27.49,1,625.00,0.00
2,1,ABBA,9,112,0,15.7,0,55.80,20.01,1,625.00,0.00
2,1,ABBA,9,113,0,11.0,0,23.00,9.12,1,625.00,0.00
2,1,ABBA,9,114,0,13.5,4,20.05,3.47,1,625.00,0.00
2,1,ABBA,9,115,0,11.4,0,25.11,9.87,1,625.00,0.00
2,1,ABBA,9,116,0,10.0,0,18.23,7.41,1,625.00,0.00
2,1,ABBA,9,117,0,10.0,0,18.23,7.41,1,625.00,0.00
2,1,ABBA,9,118,0,10.7,0,21.50,8.59,1,625.00,0.00
2,1,ABBA,9,119,0,10.3,0,19.59,7.91,1,625.00,0.00
2,1,ABBA,9,120,0,11.3,0,24.57,9.68,1,625.00,0.00
2,1,PIRU,10,121,0,11.6,0,34.63,12.29,1,625.00,0.00
2,1,PIRU,10,122,0,38.4,0,411.17,135.48,1,625.00,0.00
2,1,PIRU,10,123,0,15.7,0,65.84,23.04,1,625.00,0.00
2,1,PIRU,10,124,0,20.0,0,109.50,37.78,1,625.00,0.00
2,1,PIRU,10,125,0,17.3,0,80.80,28.12,1,625.00,0.00
2,1,PIRU,10,126,0,15.9,0,67.62,23.65,1,625.00,0.00
2,1,PIRU,10,127,0,19.9,0,108.36,37.40,1,625.00,0.00
2,1,PIRU,10,128,0,24.1,0,161.19,54.95,1,625.00,0.00
2,1,PIRU,10,129,0,12.8,0,42.70,15.09,1,625.00,0.00
2,1,PIRU,10,130,0,24.2,0,162.57,55.41,1,625.00,0.00
2,1,PIRU,10,131,0,16.5,0,73.12,25.52,1,625.00,0.00
2,1,PIRU,10,132,0,13.3,0,46.32,16.34,1,625.00,0.00
2,1,PIRU,10,133,0,15.8,5,16.91,3.32,1,625.00,0.00
2,1,PIRU,10,134,0,13.2,0,45.58,16.09,1,625.00,0.00
2,1,PIRU,10,135,0,15.5,0,64.08,22.44,1,625.00,0.00
2,1,BEPA,11,136,0,28.7,0,447.31,92.34,1,625.00,0.00
2,1,BEPA,11,137,0,17.8,0,144.47,31.30,1,625.00,0.00
2,1,BEPA,11,138,0,23.3,0,275.50,58.17,1,625.00,0.00
2,1,BEPA,11,139,0,20.5,0,203.25,43.47,1,625.00,0.00
2,1,BEPA,11,140,0,11.2,0,45.31,10.16,1,625.00,0.00
2,1,BEPA,11,141,0,14.0,4,43.93,4.27,1,625.00,0.00
2,1,BEPA,11,142,0,12.5,0,59.94,13.35,1,625.00,0.00
2,1,BEPA,11,143,0,17.3,0,134.76,29.27,1,625.00,0.00
2,1,BEPA,11,144,0,10.5,0,38.39,8.64,1,625.00,0.00
2,1,BEPA,11,145,0,12.2,0,56.35,12.57,1,625.00,0.00
2,1,BEPA,11,146,0,21.8,0,235.36,50.03,1,625.00,0.00
2,1,BEPA,11,147,0,13.4,0,71.45,15.83,1,625.00,0.00
2,1,BEPA,11,148,0,15.3,0,99.55,21.84,1,625.00,0.00
2,1,BEPA,11,149,0,12.6,0,61.16,13.61,1,625.00,0.00
2,1,BEPA,11,150,0,11.5,0,48.48,10.85,1,625.00,0.00
2,1,BEPA,11,151,0,15.6,0,104.46,22.89,1,625.00,0.00
2,1,BEPA,11,152,0,13.0,0,66.19,14.70,1,625.00,0.00
2,1,BEPA,11,153,0,10.3,4,20.47,2.00,1,625.00,0.00
2,1,BEPA,11,154,0,16.4,0,118.20,25.79,1,625.00,0.00
2,1,BEPA,11,155,0,20.2,0,196.19,42.02,1,625.00,0.00
2,1,BEPA,11,156,0,12.3,0,57.53,12.82,1,625.00,0.00
2,1,BEPA,11,157,0,15.7,0,106.13,23.24,1,625.00,0.00
2,1,BEPA,11,158,0,13.5,4,40.19,3.91,1,625.00,0.00
2,1,BEPA,11,159,0,13.6,0,74.17,16.42,1,625.00,0.00
2,1,BEPA,11,160,0,15.4,0,101.17,22.19,1,625.00,0.00
2,1,BEPA,11,161,0,12.9,0,64.91,14.42,1,625.00,0.00
2,1,BEPA,11,162,0,14.1,0,81.20,17.93,1,625.00,0.00
2,1,BEPA,11,163,0,11.4,0,47.41,10.62,1,625.00,0.00
2,1,BEPA,11,164,0,12.6,0,61.16,13.61,1,625.00,0.00
2,1,BEPA,11,165,0,13.8,0,76.94,17.01,1,625.00,0.00
2,1,BEPA,11,166,0,13.0,0,66.19,14.70,1,625.00,0.00
2,1,BEPA,11,167,0,16.5,0,119.98,26.16,1,625.00,0.00
2,1,BEPA,11,168,0,18.3,0,154.55,33.40,1,625.00,0.00
2,1,BEPA,11,169,0,11.1,0,44.28,9.93,1,625.00,0.00
2,1,SOAM,12,170,0,18.8,0,187.97,21.81,1,625.00,0.00
2,1,SOAM,12,171,0,29.3,0,617.62,47.08,1,625.00,0.00
2,1,SOAM,12,172,0,12.8,0,66.39,10.92,1,625.00,0.00
2,1,SOAM,12,173,0,13.1,5,13.45,1.62,1,625.00,0.00
2,1,SOAM,12,174,0,17.1,0,145.45,18.42,1,625.00,0.00
2,1,SOAM,12,175,0,12.2,0,58.31,10.01,1,625.00,0.00
2,1,SOAM,12,176,0,12.5,5,12.05,1.49,1,625.00,0.00
2,1,SOAM,12,177,0,17.4,0,152.46,19.00,1,625.00,0.00
2,1,SOAM,12,178,0,10.0,4,17.06,1.69,1,625.00,0.00
2,1,SOAM,12,179,0,20.0,0,222.17,24.33,1,625.00,0.00
2,1,SOAM,12,180,0,12.7,5,12.51,1.53,1,625.00,0.00
2,1,SOAM,12,181,0,10.6,5,8.17,1.10,1,625.00,0.00
2,1,SOAM,12,182,0,12.7,4,31.12,2.61,1,625.00,0.00
2,1,FAGR,2,183,0,2.7,0,1.74,0.52,1,0.00,76.80
2,1,BEAL,3,184,0,5.7,0,6.57,1.51,1,0.00,76.80
2,1,ABBA,9,185,0,4.4,0,2.71,1.31,1,0.00,76.80
2,1,ABBA,9,186,0,4.4,0,2.71,1.31,1,0.00,76.80
2,1,PIRU,10,187,0,2.5,0,1.43,0.51,1,0.00,76.80
2,1,BEPA,11,188,0,8.0,0,18.94,4.31,1,0.00,76.80
2,1,BEPA,11,189,0,8.2,0,20.21,4.60,1,0.00,76.80
3,1,FAGR,2,190,0,18.3,0,148.70,35.04,1,625.00,0.00
3,1,FAGR,2,191,0,15.3,0,99.67,24.11,1,625.00,0.00
3,1,FAGR,2,192,0,29.1,0,402.56,88.57,1,625.00,0.00
3,1,FAGR,2,193,0,17.2,0,129.58,30.82,1,625.00,0.00
3,1,FAGR,2,194,0,15.2,0,98.20,23.78,1,625.00,0.00
3,1,FAGR,2,195,0,11.6,0,52.97,13.33,1,625.00,0.00
3,1,FAGR,2,196,0,14.0,0,81.51,19.97,1,625.00,0.00
3,1,FAGR,2,197,0,13.4,0,73.77,18.19,1,625.00,0.00
3,1,FAGR,2,198,0,19.7,0,174.92,40.78,1,625.00,0.00
3,1,FAGR,2,199,0,23.5,0,256.41,58.23,1,625.00,0.00
3,1,FAGR,2,200,0,10.1,0,38.43,9.86,1,625.00,0.00
3,1,FAGR,2,201,0,16.1,0,111.78,26.84,1,625.00,0.00
3,1,FAGR,2,202,0,23.3,0,251.75,57.25,1,625.00,0.00
3,1,FAGR,2,203,0,13.5,0,75.03,18.48,1,625.00,0.00
3,1,FAGR,2,204,0,15.7,0,105.63,25.46,1,625.00,0.00
3,1,FAGR,2,205,0,25.6,0,307.69,69.00,1,625.00,0.00
3,1,FAGR,2,206,0,16.8,0,122.95,29.34,1,625.00,0.00
3,1,FAGR,2,207,0,20.4,0,188.81,43.79,1,625.00,0.00
3,1,BEAL,3,208,0,10.7,0,36.37,8.19,1,625.00,0.00
3,1,BEAL,3,209,0,33.7,4,377.25,36.13,1,625.00,0.00
3,1,BEAL,3,210,0,10.8,0,37.30,8.40,1,625.00,0.00
3,1,BEAL,3,211,0,19.3,0,177.20,38.10,1,625.00,0.00
3,1,BEAL,3,212,0,17.0,0,126.59,27.56,1,625.00,0.00
3,1,ABBA,9,213,0,10.1,0,18.67,7.57,1,625.00,0.00
3,1,ABBA,9,214,0,10.4,0,20.05,8.07,1,625.00,0.00
3,1,ABBA,9,215,0,10.5,0,20.53,8.24,1,625.00,0.00
3,1,ABBA,9,216,0,31.6,0,339.77,96.91,1,625.00,0.00
3,1,ABBA,9,217,0,11.3,0,24.57,9.68,1,625.00,0.00
3,1,ABBA,9,218,0,17.7,5,19.30,3.72,1,625.00,0.00
3,1,ABBA,9,219,0,22.7,0,143.30,45.75,1,625.00,0.00
3,1,ABBA,9,220,0,20.1,0,104.72,34.78,1,625.00,0.00
3,1,ABBA,9,221,0,22.5,0,140.05,44.84,1,625.00,0.00
3,1,ABBA,9,222,0,12.2,0,29.69,11.45,1,625.00,0.00
3,1,ABBA,9,223,0,10.1,0,18.67,7.57,1,625.00,0.00
3,1,PIRU,10,224,0,10.5,0,28.01,9.98,1,625.00,0.00
3,1,PIRU,10,225,0,26.5,0,195.81,66.32,1,625.00,0.00
3,1,PIRU,10,226,0,24.7,0,169.55,57.71,1,625.00,0.00
3,1,PIRU,10,227,0,32.8,0,301.16,100.44,1,625.00,0.00
3,1,PIRU,10,228,0,19.6,0,104.98,36.27,1,625.00,0.00
3,1,BEPA,11,229,0,15.2,0,97.94,21.50,1,625.00,0.00
3,1,BEPA,11,230,0,20.3,0,198.53,42.50,1,625.00,0.00
3,1,BEPA,11,231,0,18.6,0,160.77,34.70,1,625.00,0.00
3,1,BEPA,11,232,0,21.0,0,215.31,45.94,1,625.00,0.00
3,1,BEPA,11,233,0,20.7,0,208.03,44.45,1,625.00,0.00
3,1,BEPA,11,234,0,16.2,0,114.67,25.05,1,625.00,0.00
3,1,BEPA,11,235,0,12.6,0,61.16,13.61,1,625.00,0.00
3,1,BEPA,11,236,0,28.5,0,440.18,90.94,1,625.00,0.00
3,1,BEPA,11,237,0,10.2,0,35.62,8.03,1,625.00,0.00
3,1,BEPA,11,238,0,17.1,0,130.98,28.48,1,625.00,0.00
3,1,BEPA,11,239,0,34.6,0,684.06,138.10,1,625.00,0.00
3,1,BEPA,11,240,0,15.1,0,96.35,21.16,1,625.00,0.00
3,1,BEPA,11,241,0,12.5,0,59.94,13.35,1,625.00,0.00
3,1,BEPA,11,242,0,17.5,0,138.60,30.07,1,625.00,0.00
3,1,BEPA,11,243,0,19.9,0,189.26,40.59,1,625.00,0.00
3,1,BEPA,11,244,0,19.8,0,186.98,40.12,1,625.00,0.00
3,1,BEPA,11,245,0,16.4,0,118.20,25.79,1,625.00,0.00
3,1,BEPA,11,246,0,16.2,0,114.67,25.05,1,625.00,0.00
3,1,BEPA,11,247,0,13.2,0,68.79,15.26,1,625.00,0.00
3,1,ACPE,6,248,0,12.5,5,12.05,1.49,1,625.00,0.00
3,1,ACPE,6,249,0,11.8,5,10.52,1.34,1,625.00,0.00
3,1,ABBA,9,250,0,5.8,0,5.04,2.32,1,0.00,75.00
3,1,ABBA,9,251,0,8.8,0,13.39,5.62,1,0.00,75.00
3,1,ABBA,9,252,0,7.0,0,7.78,3.44,1,0.00,75.00
3,1,ACPE,6,253,0,2.0,0,0.58,0.37,1,0.00,75.00
3,1,ACPE,6,254,0,4.0,0,3.12,1.29,1,0.00,75.00
3,1,ACPE,6,255,0,2.8,0,1.29,0.67,1,0.00,75.00
4,1,BEAL,3,256,0,24.2,0,319.96,67.11,1,625.00,0.00
4,1,BEAL,3,257,0,25.4,0,362.47,75.59,1,625.00,0.00
4,1,BEAL,3,258,0,40.0,5,233.71,31.47,1,625.00,0.00
4,1,BEAL,3,259,0,12.5,0,55.43,12.37,1,625.00,0.00
4,1,ABBA,9,260,0,15.7,0,55.80,20.01,1,625.00,0.00
4,1,ABBA,9,261,0,30.9,0,320.34,92.09,1,625.00,0.00
4,1,ABBA,9,262,0,22.9,0,146.59,46.66,1,625.00,0.00
4,1,ABBA,9,263,0,12.8,0,33.45,12.73,1,625.00,0.00
4,1,ABBA,9,264,0,11.2,0,24.04,9.49,1,625.00,0.00
4,1,PIRU,10,265,0,13.9,0,50.87,17.91,1,625.00,0.00
4,1,PIRU,10,266,0,40.1,0,447.41,146.93,1,625.00,0.00
4,1,PIRU,10,267,0,15.8,5,16.91,3.32,1,625.00,0.00
4,1,PIRU,10,268,0,20.7,0,117.65,40.51,1,625.00,0.00
4,1,BEPA,11,269,0,17.1,0,130.98,28.48,1,625.00,0.00
4,1,BEPA,11,270,0,22.6,0,256.36,54.30,1,625.00,0.00
4,1,BEPA,11,271,0,17.1,0,130.98,28.48,1,625.00,0.00
4,1,BEPA,11,272,0,19.8,0,186.98,40.12,1,625.00,0.00
4,1,BEPA,11,273,0,12.2,0,56.35,12.57,1,625.00,0.00
4,1,BEPA,11,274,0,25.1,0,328.01,68.72,1,625.00,0.00
4,1,BEPA,11,275,0,14.7,0,90.12,19.83,1,625.00,0.00
4,1,BEPA,11,276,0,36.2,0,757.16,151.99,1,625.00,0.00
4,1,BEPA,11,277,0,20.1,0,193.87,41.54,1,625.00,0.00
4,1,BEPA,11,278,0,19.3,0,175.81,37.81,1,625.00,0.00
4,1,BEPA,11,279,0,14.2,0,82.65,18.24,1,625.00,0.00
4,1,BEPA,11,280,0,19.9,0,189.26,40.59,1,625.00,0.00
4,1,BEPA,11,281,0,18.5,0,158.69,34.26,1,625.00,0.00
4,1,BEPA,11,282,0,28.6,0,443.74,91.64,1,625.00,0.00
4,1,BEPA,11,283,0,24.1,0,298.25,62.76,1,625.00,0.00
4,1,BEPA,11,284,0,22.1,0,243.12,51.61,1,625.00,0.00
4,1,BEPA,11,285,0,27.3,0,398.66,82.76,1,625.00,0.00
4,1,BEPA,11,286,0,16.9,0,127.25,27.70,1,625.00,0.00
4,1,BEPA,11,287,0,16.2,0,114.67,25.05,1,625.00,0.00
4,1,BEPA,11,288,0,12.2,0,56.35,12.57,1,625.00,0.00
4,1,BEPA,11,289,0,16.6,0,121.77,26.54,1,625.00,0.00
4,1,BEPA,11,290,0,21.5,0,227.73,48.48,1,625.00,0.00
4,1,BEPA,11,291,0,14.8,0,91.65,20.16,1,625.00,0.00
4,1,ACPE,6,292,0,12.7,5,12.51,1.53,1,625.00,0.00
4,1,FAGR,2,293,0,5.2,0,8.07,2.26,1,0.00,72.30
4,1,ABBA,9,294,0,2.9,0,1.11,0.57,1,0.00,72.30
4,1,PIRU,10,295,0,4.2,0,4.07,1.47,1,0.00,72.30
5,1,FAGR,2,296,0,15.9,0,108.68,26.14,1,625.00,0.00
5,1,FAGR,2,297,0,10.7,0,43.94,11.19,1,625.00,0.00
5,1,FAGR,2,298,0,18.6,0,154.14,36.24,1,625.00,0.00
5,1,FAGR,2,299,0,11.2,0,48.85,12.35,1,625.00,0.00
5,1,FAGR,2,300,0,38.9,0,726.22,153.03,1,625.00,0.00
5,1,FAGR,2,301,0,10.3,0,40.22,10.29,1,625.00,0.00
5,1,FAGR,2,302,0,11.9,0,56.18,14.09,1,625.00,0.00
5,1,FAGR,2,303,0,17.1,0,127.91,30.44,1,625.00,0.00
5,1,FAGR,2,304,0,10.0,0,37.55,9.65,1,625.00,0.00
5,1,FAGR,2,305,0,34.5,0,570.77,122.44,1,625.00,0.00
5,1,FAGR,2,306,0,23.5,0,256.41,58.23,1,625.00,0.00
5,1,FAGR,2,307,0,12.6,0,64.07,15.94,1,625.00,0.00
5,1,FAGR,2,308,0,14.7,0,91.05,22.15,1,625.00,0.00
5,1,FAGR,2,309,0,14.1,0,82.84,20.28,1,625.00,0.00
5,1,FAGR,2,310,0,34.7,3,577.48,123.77,1,625.00,0.00
5,1,FAGR,2,311,0,13.8,0,78.88,19.37,1,625.00,0.00
5,1,FAGR,2,312,0,27.1,3,346.93,77.14,1,625.00,0.00
5,1,FAGR,2,313,0,10.2,0,39.32,10.07,1,625.00,0.00
5,1,FAGR,2,314,0,12.0,0,57.28,14.35,1,625.00,0.00
5,1,BEAL,3,315,0,21.3,4,122.48,11.85,1,625.00,0.00
5,1,BEAL,3,316,0,21.3,3,229.59,48.86,1,625.00,0.00
5,1,BEAL,3,317,0,10.0,0,30.26,6.84,1,625.00,0.00
5,1,BEAL,3,318,0,12.0,0,49.63,11.10,1,625.00,0.00
5,1,BEAL,3,319,0,20.7,5,49.28,6.46,1,625.00,0.00
5,1,ABBA,9,320,0,32.9,0,377.83,106.24,1,625.00,0.00
5,1,ABBA,9,321,0,16.0,4,31.37,5.06,1,625.00,0.00
5,1,ABBA,9,322,0,25.1,5,49.21,8.16,1,625.00,0.00
5,1,ABBA,9,323,0,13.9,0,41.08,15.27,1,625.00,0.00
5,1,PIRU,10,324,0,14.9,0,58.94,20.68,1,625.00,0.00
5,1,PIRU,10,325,0,13.6,4,26.11,4.15,1,625.00,0.00
5,1,PIRU,10,326,0,23.6,0,154.38,52.70,1,625.00,0.00
5,1,PIRU,10,327,0,10.6,0,28.58,10.18,1,625.00,0.00
5,1,PIRU,10,328,0,18.6,4,50.97,7.91,1,625.00,0.00
5,1,PIRU,10,329,0,2.9,0,1.92,0.69,1,0.00,76.50
5,1,PIRU,10,330,0,10.7,0,29.15,10.38,1,625.00,0.00
5,1,BEPA,11,331,0,13.0,0,66.19,14.70,1,625.00,0.00
5,1,BEPA,11,332,0,14.5,0,87.09,19.19,1,625.00,0.00
5,1,BEPA,11,333,0,19.1,0,171.44,36.91,1,625.00,0.00
5,1,BEPA,11,334,0,27.7,0,412.27,85.45,1,625.00,0.00
5,1,BEPA,11,335,0,11.4,0,47.41,10.62,1,625.00,0.00
5,1,BEPA,11,336,0,29.9,0,491.31,100.94,1,625.00,0.00
5,1,BEPA,11,337,0,14.5,0,87.09,19.19,1,625.00,0.00
5,1,BEPA,11,338,0,23.7,0,286.76,60.44,1,625.00,0.00
5,1,BEPA,11,339,0,12.5,0,59.94,13.35,1,625.00,0.00
5,1,BEPA,11,340,0,13.9,0,78.34,17.32,1,625.00,0.00
5,1,BEPA,11,341,0,18.4,0,156.61,33.83,1,625.00,0.00
5,1,BEPA,11,342,0,34.8,0,692.99,139.80,1,625.00,0.00
5,1,BEPA,11,343,0,27.0,0,388.61,80.77,1,625.00,0.00
5,1,BEPA,11,344,0,13.9,0,78.34,17.32,1,625.00,0.00
5,1,BEPA,11,345,0,17.8,0,144.47,31.30,1,625.00,0.00
5,1,BEPA,11,346,0,31.8,0,565.30,115.30,1,625.00,0.00
5,1,BEPA,11,347,0,17.6,0,140.54,30.48,1,625.00,0.00
5,1,BEPA,11,348,0,19.3,0,175.81,37.81,1,625.00,0.00
5,1,BEPA,11,349,0,19.0,0,169.28,36.46,1,625.00,0.00
5,1,BEPA,11,350,0,13.6,0,74.17,16.42,1,625.00,0.00
5,1,BEPA,11,351,0,26.5,0,372.15,77.51,1,625.00,0.00
5,1,BEPA,11,352,0,32.1,0,577.47,117.65,1,625.00,0.00
5,1,BEPA,11,353,0,14.5,0,87.09,19.19,1,625.00,0.00
5,1,BEPA,11,354,0,24.6,0,312.95,65.71,1,625.00,0.00
5,1,BEPA,11,355,0,20.9,0,212.87,45.44,1,625.00,0.00
5,1,BEPA,11,356,0,20.6,0,205.63,43.96,1,625.00,0.00
5,1,BEPA,11,357,0,13.2,0,68.79,15.26,1,625.00,0.00
